round,backup_time_ms
1,49.0
2,147.0
3,11825.0
4,103.0
5,85.0
6,136.0
7,181.0
8,49.0
9,113.0
10,155.0
11,95.0
12,167.0
13,132.0
14,92.0
15,76.0
16,130.0
17,103.0
18,88.0
19,78.0
20,170.0
21,146.0
22,75.0
23,143.0
24,74.0
25,165.0
26,142.0
27,106.0
28,182.0
29,152.0
30,164.0
31,139.0
32,109.0
33,155.0
34,110.0
35,143.0
36,169.0
37,117.0
38,142.0
39,141.0
40,186.0
41,240.0
42,189.0
43,143.0
44,149.0
45,117.0
46,104.0
47,81.0
48,95.0
49,113.0
50,114.0
51,165.0
52,182.0
53,92.0
54,71.0
55,155.0
56,132.0
57,113.0
58,151.0
59,162.0
60,139.0
61,127.0
62,182.0
63,164.0
64,122.0
65,105.0
66,105.0
67,89.0
68,72.0
69,140.0
70,124.0
71,80.0
72,69.0
73,124.0
74,181.0
75,167.0
76,162.0
77,155.0
78,118.0
79,90.0
80,142.0
81,80.0
82,136.0
83,188.0
84,155.0
85,123.0
86,89.0
87,94.0
88,170.0
89,159.0
90,97.0
91,101.0
92,136.0
93,167.0
94,127.0
95,106.0
96,104.0
97,151.0
98,143.0
99,87.0
100,118.0
101,166.0
102,178.0
103,141.0
104,102.0
105,166.0
106,110.0
107,169.0
108,143.0
109,94.0
110,115.0
111,171.0
112,81.0
113,161.0
114,99.0
115,80.0
116,138.0
117,111.0
118,98.0
119,96.0
120,143.0
121,175.0
122,131.0
123,81.0
124,101.0
125,168.0
126,101.0
127,158.0
128,121.0
129,152.0
130,94.0
131,145.0
132,104.0
133,78.0
134,141.0
135,131.0
136,104.0
137,141.0
138,99.0
139,146.0
140,94.0
141,142.0
142,99.0
143,181.0
144,180.0
145,119.0
146,87.0
147,165.0
148,73.0
149,135.0
150,155.0
151,108.0
152,139.0
153,140.0
154,104.0
155,153.0
156,87.0
157,134.0
158,91.0
159,86.0
160,164.0
161,118.0
162,110.0
163,157.0
164,132.0
165,113.0
166,112.0
167,154.0
168,138.0
169,614.0
170,145.0
171,119.0
172,177.0
173,72.0
174,151.0
175,111.0
176,72.0
177,74.0
178,82.0
179,154.0
180,81.0
181,148.0
182,119.0
183,174.0
184,148.0
185,158.0
186,139.0
187,147.0
188,168.0
189,103.0
190,155.0
191,133.0
192,100.0
193,98.0
194,143.0
195,81.0
196,151.0
197,169.0
198,109.0
199,100.0
200,149.0
201,120.0
202,171.0
203,86.0
204,145.0
205,140.0
206,100.0
207,169.0
208,100.0
209,83.0
210,146.0
211,119.0
212,98.0
213,183.0
214,163.0
215,112.0
216,144.0
217,75.0
218,142.0
219,99.0
220,186.0
221,160.0
222,153.0
223,122.0
224,111.0
225,80.0
226,153.0
227,153.0
228,107.0
229,76.0
230,98.0
231,175.0
232,126.0
233,96.0
234,146.0
235,108.0
236,85.0
237,143.0
238,125.0
239,78.0
240,134.0
241,159.0
242,138.0
243,104.0
244,157.0
245,175.0
246,97.0
247,143.0
248,113.0
249,89.0
250,175.0
251,140.0
252,143.0
253,108.0
254,90.0
255,151.0
256,93.0
257,166.0
258,152.0
259,99.0
260,94.0
261,172.0
262,183.0
263,142.0
264,87.0
265,145.0
266,112.0
267,78.0
268,152.0
269,114.0
270,97.0
271,70.0
272,85.0
273,165.0
274,112.0
275,170.0
276,151.0
277,93.0
278,73.0
279,166.0
280,117.0
281,175.0
282,142.0
283,106.0
284,162.0
285,135.0
286,112.0
287,139.0
288,172.0
289,137.0
290,122.0
291,141.0
292,141.0
293,81.0
294,112.0
295,124.0
296,90.0
297,175.0
298,148.0
299,93.0
300,164.0
301,109.0
302,69.0
303,113.0
304,128.0
305,97.0
306,161.0
307,98.0
