round,disc_to_backup_ms
1,4.0
2,2.0
3,4.0
4,3.0
5,3.0
6,2.0
7,3.0
8,3.0
9,3.0
10,3.0
11,3.0
12,2.0
13,2.0
14,3.0
15,2.0
16,2.0
17,7.0
18,3.0
19,2.0
20,10.0
21,2.0
22,3.0
23,2.0
24,3.0
25,4.0
26,2.0
27,3.0
28,2.0
29,3.0
30,3.0
31,3.0
32,3.0
33,3.0
34,2.0
35,2.0
36,3.0
37,3.0
38,8.0
39,4.0
40,5.0
41,2.0
42,12.0
43,3.0
44,2.0
45,2.0
46,3.0
47,3.0
48,3.0
49,2.0
50,2.0
51,2.0
52,2.0
53,3.0
54,3.0
55,2.0
56,2.0
57,2.0
58,4.0
59,3.0
60,4.0
61,2.0
62,2.0
63,2.0
64,4.0
65,2.0
66,2.0
67,2.0
68,3.0
69,3.0
70,3.0
71,4.0
72,3.0
73,2.0
74,3.0
75,3.0
76,2.0
77,3.0
78,3.0
79,3.0
80,5.0
81,3.0
82,3.0
83,3.0
84,3.0
85,4.0
86,2.0
87,3.0
88,2.0
89,3.0
90,3.0
91,2.0
92,3.0
93,4.0
94,3.0
95,3.0
96,3.0
97,2.0
98,2.0
99,4.0
100,3.0
101,4.0
102,2.0
103,3.0
104,2.0
105,3.0
106,3.0
107,3.0
108,3.0
109,3.0
110,2.0
111,2.0
112,3.0
113,4.0
114,3.0
115,2.0
116,2.0
117,2.0
118,3.0
119,2.0
120,2.0
121,2.0
122,3.0
123,3.0
124,3.0
125,3.0
126,3.0
127,3.0
128,2.0
129,2.0
130,3.0
131,2.0
132,3.0
133,3.0
134,3.0
135,3.0
136,2.0
137,3.0
138,3.0
139,3.0
140,2.0
141,3.0
142,3.0
143,2.0
144,2.0
145,2.0
146,2.0
147,3.0
148,3.0
149,2.0
150,3.0
151,2.0
152,4.0
153,3.0
154,3.0
155,3.0
156,3.0
157,3.0
158,3.0
159,2.0
160,3.0
161,3.0
162,3.0
163,3.0
164,2.0
165,3.0
166,3.0
167,3.0
168,104.0
169,3.0
170,2.0
171,3.0
172,2.0
173,3.0
174,3.0
175,3.0
176,3.0
177,2.0
178,3.0
179,2.0
180,3.0
181,4.0
182,2.0
183,3.0
184,3.0
185,2.0
186,2.0
187,2.0
188,3.0
189,3.0
190,3.0
191,2.0
192,3.0
193,3.0
194,3.0
195,3.0
196,2.0
197,2.0
198,2.0
199,2.0
200,2.0
201,3.0
202,3.0
203,3.0
204,3.0
205,2.0
206,3.0
207,3.0
208,2.0
209,2.0
210,3.0
211,2.0
212,3.0
213,3.0
214,3.0
215,2.0
216,2.0
217,3.0
218,3.0
219,2.0
220,3.0
221,3.0
222,3.0
223,2.0
224,2.0
225,3.0
226,3.0
227,3.0
228,2.0
