round,backup_time_ms
1,213.0
2,119.0
3,98.0
4,178.0
5,109.0
6,175.0
7,118.0
8,160.0
9,202.0
10,120.0
11,146.0
12,189.0
13,155.0
14,102.0
15,137.0
16,191.0
17,141.0
18,107.0
19,153.0
20,199.0
21,133.0
22,135.0
23,102.0
24,169.0
25,101.0
26,145.0
27,156.0
28,109.0
29,168.0
30,141.0
31,111.0
32,162.0
33,130.0
34,137.0
35,190.0
36,172.0
37,178.0
38,142.0
39,103.0
40,145.0
41,97.0
42,136.0
43,98.0
44,139.0
45,149.0
46,150.0
47,102.0
48,129.0
49,173.0
50,148.0
51,125.0
52,198.0
53,164.0
54,140.0
55,198.0
56,172.0
57,141.0
58,163.0
59,112.0
60,168.0
61,130.0
62,171.0
63,121.0
64,185.0
65,166.0
66,125.0
67,160.0
68,107.0
69,187.0
70,148.0
71,203.0
72,180.0
73,140.0
74,189.0
75,157.0
76,109.0
77,136.0
78,114.0
79,166.0
80,124.0
81,170.0
82,143.0
83,166.0
84,102.0
85,128.0
86,158.0
87,179.0
88,141.0
89,94.0
90,142.0
91,184.0
92,136.0
93,109.0
94,124.0
95,101.0
96,146.0
97,182.0
98,198.0
99,115.0
100,113.0
101,115.0
102,158.0
103,184.0
104,147.0
105,204.0
106,122.0
107,169.0
108,143.0
109,180.0
110,145.0
111,107.0
112,168.0
113,160.0
114,132.0
115,176.0
116,146.0
117,114.0
118,169.0
119,151.0
120,103.0
121,166.0
122,100.0
123,185.0
124,152.0
125,178.0
126,160.0
127,200.0
128,152.0
129,160.0
130,107.0
131,148.0
132,188.0
133,138.0
134,162.0
135,120.0
136,166.0
137,150.0
138,186.0
139,121.0
140,163.0
141,149.0
142,112.0
143,173.0
144,184.0
145,191.0
146,163.0
147,107.0
148,171.0
149,176.0
150,138.0
151,131.0
152,184.0
153,100.0
154,148.0
155,174.0
156,113.0
157,152.0
158,181.0
159,119.0
160,159.0
161,151.0
162,191.0
163,145.0
164,116.0
165,205.0
166,143.0
167,178.0
168,125.0
169,191.0
170,183.0
171,169.0
172,190.0
173,140.0
174,165.0
175,163.0
176,197.0
177,163.0
178,113.0
179,159.0
180,189.0
181,166.0
182,196.0
183,214.0
184,198.0
185,140.0
186,173.0
187,113.0
188,155.0
189,167.0
190,192.0
191,141.0
192,161.0
193,135.0
194,178.0
195,119.0
196,181.0
197,176.0
198,133.0
199,171.0
200,217.0
201,239.0
202,156.0
203,170.0
204,110.0
205,156.0
206,110.0
207,128.0
208,120.0
209,144.0
210,145.0
211,152.0
212,165.0
213,127.0
214,152.0
215,187.0
216,170.0
217,109.0
218,166.0
219,417.0
220,178.0
221,234.0
222,145.0
223,172.0
224,101.0
225,140.0
226,149.0
227,171.0
228,116.0
229,159.0
230,99.0
231,136.0
232,172.0
233,103.0
234,104.0
235,140.0
236,164.0
237,112.0
238,187.0
239,150.0
240,124.0
241,194.0
242,95.0
243,156.0
244,160.0
245,190.0
246,130.0
247,138.0
248,103.0
249,138.0
250,99.0
251,141.0
252,178.0
253,194.0
254,201.0
255,158.0
256,138.0
257,105.0
258,158.0
259,162.0
260,123.0
261,135.0
262,182.0
263,185.0
264,108.0
265,124.0
266,162.0
267,175.0
268,145.0
269,110.0
270,99.0
271,148.0
272,187.0
273,181.0
274,127.0
275,172.0
276,128.0
277,152.0
278,191.0
279,115.0
280,153.0
281,190.0
282,118.0
283,137.0
284,150.0
285,116.0
286,130.0
287,188.0
288,126.0
289,105.0
290,140.0
291,205.0
292,123.0
293,117.0
294,99.0
295,137.0
296,144.0
297,139.0
298,168.0
299,204.0
300,142.0
301,156.0
302,185.0
303,149.0
304,108.0
305,103.0
306,109.0
307,183.0
308,144.0
309,162.0
310,138.0
311,154.0
312,121.0
313,157.0
314,109.0
315,157.0
316,168.0
317,105.0
318,137.0
319,167.0
320,208.0
321,140.0
322,146.0
323,91.0
324,106.0
325,153.0
326,160.0
327,163.0
328,181.0
329,140.0
330,122.0
331,160.0
332,106.0
333,128.0
334,141.0
335,169.0
336,189.0
337,194.0
338,148.0
339,193.0
340,123.0
341,130.0
342,181.0
343,147.0
344,170.0
345,187.0
346,123.0
347,162.0
348,151.0
349,184.0
350,157.0
351,173.0
352,212.0
353,216.0
354,187.0
355,142.0
356,109.0
357,117.0
358,147.0
359,93.0
360,104.0
361,143.0
362,182.0
363,120.0
364,191.0
365,193.0
366,136.0
367,150.0
368,157.0
369,111.0
370,108.0
371,167.0
372,213.0
373,198.0
374,196.0
375,145.0
376,177.0
377,122.0
378,192.0
379,200.0
380,176.0
381,137.0
382,120.0
383,122.0
384,180.0
385,106.0
386,161.0
387,179.0
388,143.0
389,173.0
390,189.0
391,122.0
392,179.0
393,125.0
394,163.0
395,197.0
396,143.0
397,155.0
398,162.0
399,201.0
400,131.0
401,158.0
402,172.0
403,128.0
404,156.0
405,197.0
406,101.0
407,138.0
408,166.0
409,186.0
410,155.0
411,156.0
412,182.0
413,122.0
414,151.0
415,178.0
416,148.0
417,143.0
418,99.0
419,141.0
420,144.0
421,183.0
422,172.0
423,188.0
424,150.0
425,172.0
426,142.0
427,169.0
428,114.0
429,146.0
430,169.0
431,107.0
432,160.0
433,192.0
434,95.0
435,126.0
436,114.0
437,161.0
438,160.0
439,97.0
440,102.0
441,226.0
442,116.0
443,206.0
444,168.0
445,112.0
446,142.0
447,156.0
448,171.0
449,191.0
450,121.0
451,151.0
452,174.0
453,110.0
454,151.0
455,174.0
456,118.0
457,161.0
458,89.0
459,117.0
460,243.0
461,123.0
462,153.0
463,184.0
464,148.0
465,176.0
466,187.0
467,118.0
468,181.0
469,112.0
470,151.0
471,102.0
472,152.0
473,167.0
474,130.0
475,175.0
476,163.0
477,103.0
478,153.0
479,200.0
480,232.0
481,164.0
482,193.0
483,142.0
484,147.0
485,156.0
486,119.0
487,152.0
488,106.0
489,131.0
490,96.0
491,161.0
492,99.0
493,155.0
494,163.0
495,168.0
496,186.0
497,163.0
498,215.0
499,161.0
500,197.0
501,119.0
502,172.0
503,166.0
504,96.0
505,114.0
506,142.0
507,115.0
508,155.0
509,107.0
510,187.0
511,198.0
512,144.0
513,117.0
514,89.0
515,119.0
516,189.0
517,125.0
518,198.0
519,143.0
520,105.0
521,186.0
522,149.0
523,96.0
524,146.0
525,190.0
526,176.0
527,142.0
528,107.0
529,156.0
530,183.0
531,150.0
532,142.0
533,185.0
534,158.0
535,175.0
536,139.0
537,115.0
538,103.0
539,177.0
540,185.0
541,174.0
542,125.0
543,175.0
544,188.0
545,139.0
546,181.0
547,129.0
548,185.0
549,120.0
550,184.0
551,139.0
552,121.0
553,143.0
554,149.0
555,196.0
556,172.0
557,115.0
558,194.0
559,141.0
560,183.0
561,114.0
562,186.0
563,152.0
564,170.0
565,133.0
566,162.0
567,105.0
568,150.0
569,126.0
570,132.0
571,132.0
572,140.0
573,184.0
574,200.0
