round,disc_to_backup_ms
1,11.0
2,3.0
3,3.0
4,3.0
5,4.0
6,3.0
7,3.0
8,4.0
9,3.0
10,3.0
11,2.0
12,4.0
13,3.0
14,3.0
15,4.0
16,3.0
17,3.0
18,3.0
19,3.0
20,3.0
21,3.0
22,4.0
23,3.0
24,4.0
25,3.0
26,2.0
27,3.0
28,4.0
29,3.0
30,3.0
31,4.0
32,3.0
33,3.0
34,10.0
35,3.0
36,4.0
37,3.0
38,2.0
39,3.0
40,3.0
41,4.0
42,4.0
43,3.0
44,3.0
45,3.0
46,3.0
47,3.0
48,2.0
49,2.0
50,2.0
51,3.0
52,101.0
53,3.0
54,3.0
55,3.0
56,4.0
57,4.0
58,3.0
59,3.0
60,3.0
61,3.0
62,4.0
63,3.0
64,3.0
65,4.0
66,3.0
67,3.0
68,4.0
69,4.0
70,4.0
71,4.0
72,4.0
73,3.0
74,4.0
75,4.0
76,3.0
77,3.0
78,3.0
79,4.0
80,3.0
81,3.0
82,5.0
83,3.0
84,3.0
85,4.0
86,2.0
87,3.0
88,5.0
89,3.0
90,7.0
91,3.0
92,3.0
93,4.0
94,3.0
95,3.0
96,3.0
97,9.0
98,3.0
99,3.0
100,3.0
101,3.0
102,3.0
103,4.0
104,2.0
105,4.0
106,2.0
107,3.0
108,2.0
109,3.0
110,3.0
111,3.0
112,2.0
113,3.0
114,4.0
115,3.0
116,2.0
117,3.0
118,3.0
119,2.0
120,3.0
121,4.0
122,4.0
123,3.0
124,3.0
125,3.0
126,2.0
127,2.0
128,3.0
129,3.0
130,3.0
131,3.0
132,4.0
133,3.0
134,3.0
135,3.0
136,4.0
137,3.0
138,3.0
139,2.0
140,3.0
141,2.0
142,2.0
143,4.0
144,4.0
145,3.0
146,3.0
147,4.0
148,3.0
149,3.0
150,4.0
151,6.0
152,3.0
153,3.0
154,4.0
155,3.0
156,3.0
157,3.0
158,3.0
159,4.0
160,3.0
161,2.0
162,3.0
163,2.0
164,4.0
165,4.0
166,2.0
167,4.0
168,3.0
169,3.0
170,4.0
171,2.0
172,3.0
173,3.0
174,3.0
175,4.0
176,4.0
