round,connect_latency_ms,excluded_from_stats
1,12991.0,True
2,5024.0,False
3,2300.0,False
4,3577.0,False
5,2568.0,False
6,2277.0,False
7,3474.0,False
8,3560.0,False
9,3232.0,False
10,3483.0,False
11,3262.0,False
12,3458.0,False
13,3244.0,False
14,1507.0,False
15,1591.0,False
16,1511.0,False
17,3322.0,False
18,4824.0,False
19,4891.0,False
20,5006.0,False
21,1584.0,False
22,3276.0,False
23,3284.0,False
24,3480.0,False
25,3546.0,False
26,3219.0,False
27,3322.0,False
28,1495.0,False
29,1528.0,False
30,1521.0,False
31,3026.0,False
32,3517.0,False
33,3138.0,False
34,3038.0,False
35,3259.0,False
36,3140.0,False
37,3251.0,False
38,1571.0,False
39,1550.0,False
40,1554.0,False
41,3266.0,False
42,3199.0,False
43,3319.0,False
44,3444.0,False
45,3076.0,False
46,1079.0,False
47,1564.0,False
48,1528.0,False
49,1527.0,False
50,3515.0,False
51,3520.0,False
52,3102.0,False
53,3094.0,False
54,3062.0,False
55,3294.0,False
56,3196.0,False
57,1603.0,False
58,1631.0,False
59,1537.0,False
60,3514.0,False
61,3539.0,False
62,1054.0,False
63,3356.0,False
64,3383.0,False
65,3434.0,False
66,3419.0,False
67,1533.0,False
68,1530.0,False
69,3507.0,False
70,1582.0,False
71,3292.0,False
72,3195.0,False
73,3326.0,False
74,3445.0,False
75,3489.0,False
76,3363.0,False
77,6911.0,False
78,1416.0,False
79,1604.0,False
80,1582.0,False
81,3359.0,False
82,3176.0,False
83,3218.0,False
84,3307.0,False
85,3119.0,False
86,3221.0,False
87,1512.0,False
88,1552.0,False
89,1547.0,False
90,1531.0,False
91,3552.0,False
92,3027.0,False
93,1609.0,False
94,3442.0,False
95,3511.0,False
96,3521.0,False
97,1505.0,False
98,1622.0,False
99,1562.0,False
100,1548.0,False
101,1522.0,False
102,3015.0,False
103,3427.0,False
104,3423.0,False
105,3290.0,False
106,3092.0,False
107,4462.0,False
108,5002.0,False
109,5055.0,False
110,4357.0,False
111,1610.0,False
112,3512.0,False
113,3526.0,False
114,1539.0,False
115,1561.0,False
116,1636.0,False
117,3363.0,False
118,3389.0,False
119,3405.0,False
120,3404.0,False
121,3422.0,False
122,3337.0,False
123,3357.0,False
124,1497.0,False
125,1608.0,False
126,1613.0,False
127,3144.0,False
128,3143.0,False
129,3350.0,False
130,3162.0,False
131,3193.0,False
132,3115.0,False
133,3472.0,False
134,1571.0,False
135,1550.0,False
136,1536.0,False
137,3462.0,False
138,3361.0,False
139,3359.0,False
140,3099.0,False
141,3580.0,False
142,3486.0,False
143,3353.0,False
144,3218.0,False
145,1498.0,False
146,1346.0,False
147,3548.0,False
148,1536.0,False
149,3555.0,False
150,3380.0,False
151,3457.0,False
152,3260.0,False
153,3469.0,False
154,3341.0,False
155,1524.0,False
156,1518.0,False
157,1587.0,False
158,3108.0,False
159,3285.0,False
160,2778.0,False
161,3261.0,False
162,3357.0,False
163,3251.0,False
164,3170.0,False
165,1585.0,False
166,1560.0,False
167,1571.0,False
168,1544.0,False
169,3202.0,False
170,3196.0,False
171,3424.0,False
172,3537.0,False
173,3551.0,False
174,3434.0,False
175,3333.0,False
176,1534.0,False
177,1505.0,False
178,1495.0,False
179,1602.0,False
180,3178.0,False
181,3287.0,False
182,3569.0,False
183,3506.0,False
184,3505.0,False
185,3428.0,False
186,1530.0,False
187,1521.0,False
188,1516.0,False
189,1524.0,False
190,3419.0,False
191,3416.0,False
192,3104.0,False
193,3604.0,False
194,2972.0,False
195,3136.0,False
196,3308.0,False
197,1527.0,False
198,1535.0,False
199,1548.0,False
200,3134.0,False
201,3340.0,False
202,3449.0,False
203,3366.0,False
204,3199.0,False
205,3205.0,False
206,3097.0,False
207,3490.0,False
208,1472.0,False
209,1571.0,False
210,3530.0,False
211,3166.0,False
212,2875.0,False
213,3401.0,False
214,3396.0,False
215,3356.0,False
216,3339.0,False
217,3236.0,False
218,1553.0,False
219,1298.0,False
220,1554.0,False
221,1528.0,False
222,3307.0,False
223,3119.0,False
224,3634.0,False
225,3221.0,False
226,3327.0,False
227,3328.0,False
228,3211.0,False
229,2679.0,False
230,2815.0,False
231,2721.0,False
232,4651.0,False
233,3075.0,False
234,3556.0,False
235,1540.0,False
236,1550.0,False
237,1512.0,False
238,3001.0,False
239,3508.0,False
240,3327.0,False
241,3400.0,False
242,3359.0,False
243,3146.0,False
244,3089.0,False
245,1547.0,False
246,1544.0,False
247,1501.0,False
248,3353.0,False
249,3242.0,False
250,3150.0,False
251,3150.0,False
252,3150.0,False
253,3130.0,False
254,3515.0,False
255,1507.0,False
256,1598.0,False
257,1492.0,False
258,1578.0,False
259,3269.0,False
260,3033.0,False
261,3249.0,False
262,2862.0,False
263,3460.0,False
264,3330.0,False
265,3590.0,False
266,7504.0,False
267,1448.0,False
268,1576.0,False
269,3197.0,False
270,3104.0,False
271,3393.0,False
272,3187.0,False
273,3069.0,False
274,3437.0,False
275,3471.0,False
276,3262.0,False
277,3537.0,False
278,1522.0,False
279,1540.0,False
280,3124.0,False
281,3228.0,False
282,3142.0,False
283,3351.0,False
284,3320.0,False
285,3086.0,False
286,3074.0,False
287,3458.0,False
288,1578.0,False
289,1571.0,False
290,1565.0,False
291,3148.0,False
292,3532.0,False
293,3506.0,False
294,3515.0,False
295,3279.0,False
296,3287.0,False
297,3294.0,False
298,1512.0,False
299,1563.0,False
300,3541.0,False
301,3035.0,False
302,3002.0,False
303,3593.0,False
304,3338.0,False
305,3240.0,False
306,3219.0,False
307,3572.0,False
308,3407.0,False
309,1497.0,False
310,1565.0,False
311,1535.0,False
312,3319.0,False
313,3610.0,False
314,3457.0,False
315,3422.0,False
316,3438.0,False
317,3447.0,False
318,3418.0,False
319,1316.0,False
320,1531.0,False
321,1508.0,False
322,1582.0,False
323,3557.0,False
324,3412.0,False
325,3232.0,False
326,3407.0,False
327,3334.0,False
328,3298.0,False
329,3048.0,False
330,1347.0,False
331,1532.0,False
332,1505.0,False
333,1578.0,False
334,3398.0,False
335,3229.0,False
336,3177.0,False
337,4430.0,False
338,3714.0,False
339,3150.0,False
340,3038.0,False
341,3033.0,False
342,3536.0,False
343,1495.0,False
344,1513.0,False
345,1575.0,False
346,1446.0,False
347,3433.0,False
348,3508.0,False
349,3596.0,False
350,3484.0,False
351,3271.0,False
352,3244.0,False
353,3521.0,False
354,1572.0,False
355,1494.0,False
356,2616.0,False
357,2617.0,False
358,4469.0,False
359,1569.0,False
360,1540.0,False
361,1517.0,False
362,1586.0,False
363,3470.0,False
364,3071.0,False
365,3231.0,False
366,3226.0,False
367,3229.0,False
368,3362.0,False
369,1587.0,False
370,1576.0,False
371,1539.0,False
372,3521.0,False
373,3503.0,False
374,3507.0,False
375,3371.0,False
376,3344.0,False
377,3140.0,False
378,3018.0,False
379,3513.0,False
380,1585.0,False
381,1608.0,False
382,1598.0,False
383,1573.0,False
384,3382.0,False
385,3170.0,False
386,3160.0,False
387,3119.0,False
388,3635.0,False
389,3319.0,False
390,3206.0,False
391,1541.0,False
392,1426.0,False
393,1497.0,False
394,3176.0,False
395,3159.0,False
396,3454.0,False
397,3627.0,False
398,3474.0,False
399,3381.0,False
400,3282.0,False
401,1514.0,False
402,1592.0,False
403,1465.0,False
404,3153.0,False
405,3307.0,False
406,3120.0,False
407,3498.0,False
408,3187.0,False
409,3323.0,False
410,3202.0,False
411,3321.0,False
412,1562.0,False
413,1563.0,False
414,1506.0,False
415,3413.0,False
416,3284.0,False
417,3075.0,False
418,3372.0,False
419,3241.0,False
420,3598.0,False
421,3388.0,False
422,3348.0,False
423,1517.0,False
424,1520.0,False
425,3561.0,False
426,1547.0,False
427,3524.0,False
428,3314.0,False
429,1449.0,False
430,3243.0,False
431,3498.0,False
432,3509.0,False
433,3480.0,False
434,1436.0,False
435,1505.0,False
436,1491.0,False
437,3567.0,False
438,3364.0,False
439,3414.0,False
440,3286.0,False
441,3062.0,False
442,3131.0,False
443,3031.0,False
444,1374.0,False
445,1551.0,False
446,1551.0,False
447,1523.0,False
448,3286.0,False
449,3745.0,False
450,3405.0,False
451,3317.0,False
452,3191.0,False
453,3244.0,False
454,3425.0,False
455,1591.0,False
456,1507.0,False
457,1557.0,False
458,3507.0,False
459,3424.0,False
460,3232.0,False
461,3109.0,False
462,3506.0,False
463,3498.0,False
464,3370.0,False
465,3334.0,False
466,1487.0,False
467,1552.0,False
468,3532.0,False
469,4104.0,False
470,2757.0,False
471,2822.0,False
472,4366.0,False
473,1431.0,False
474,1507.0,False
475,1526.0,False
476,3515.0,False
477,3415.0,False
478,3480.0,False
479,3149.0,False
480,3015.0,False
481,1581.0,False
482,3344.0,False
483,3349.0,False
484,1544.0,False
485,1559.0,False
486,1403.0,False
487,1455.0,False
488,3303.0,False
489,2998.0,False
490,3497.0,False
491,3362.0,False
492,3242.0,False
493,3436.0,False
494,3436.0,False
495,1504.0,False
496,1452.0,False
497,1559.0,False
498,1576.0,False
499,3204.0,False
500,3170.0,False
501,3486.0,False
502,3319.0,False
503,3225.0,False
504,3513.0,False
505,3471.0,False
506,1400.0,False
507,1476.0,False
508,1538.0,False
509,3434.0,False
510,3413.0,False
511,3378.0,False
512,3160.0,False
513,3464.0,False
514,3452.0,False
515,3460.0,False
516,1543.0,False
517,1505.0,False
518,1560.0,False
519,1521.0,False
520,3383.0,False
521,3495.0,False
522,3267.0,False
523,3166.0,False
524,3411.0,False
525,3390.0,False
526,3264.0,False
527,1536.0,False
528,1542.0,False
529,1604.0,False
530,1596.0,False
531,3224.0,False
532,3485.0,False
533,3150.0,False
534,3205.0,False
535,3500.0,False
536,3293.0,False
537,3258.0,False
538,3496.0,False
539,1518.0,False
540,1554.0,False
541,3039.0,False
542,3484.0,False
543,3187.0,False
544,3040.0,False
545,3181.0,False
546,3294.0,False
547,3225.0,False
548,3528.0,False
549,3466.0,False
550,1512.0,False
551,1576.0,False
552,1513.0,False
553,3548.0,False
554,3481.0,False
555,3631.0,False
556,3131.0,False
557,3427.0,False
558,3294.0,False
559,3564.0,False
560,1534.0,False
561,1159.0,False
562,1494.0,False
563,1489.0,False
564,3255.0,False
565,3462.0,False
566,3504.0,False
567,3386.0,False
568,3167.0,False
569,3309.0,False
570,3193.0,False
571,1391.0,False
572,3579.0,False
573,1504.0,False
574,3586.0,False
575,3126.0,False
576,3596.0,False
577,3441.0,False
578,3400.0,False
579,3389.0,False
580,3367.0,False
581,3248.0,False
582,1542.0,False
583,1508.0,False
584,1516.0,False
585,3085.0,False
586,3598.0,False
587,3476.0,False
588,1532.0,False
589,3321.0,False
590,3093.0,False
591,3512.0,False
592,3507.0,False
593,1476.0,False
594,1582.0,False
595,3230.0,False
596,4363.0,False
597,4500.0,False
598,2633.0,False
599,2544.0,False
600,4214.0,False
601,1569.0,False
602,1481.0,False
603,3379.0,False
604,3215.0,False
605,3649.0,False
606,3509.0,False
607,3359.0,False
608,3300.0,False
609,3360.0,False
610,1518.0,False
611,1493.0,False
612,1348.0,False
613,1565.0,False
614,3533.0,False
615,3472.0,False
616,3230.0,False
