round,disc_to_backup_ms
1,8.0
2,12.0
3,14.0
4,8.0
5,3.0
6,3.0
7,3.0
8,3.0
9,4.0
10,3.0
11,3.0
12,2.0
13,3.0
14,4.0
15,3.0
16,3.0
17,3.0
18,3.0
19,3.0
20,3.0
21,4.0
22,3.0
23,2.0
24,3.0
25,4.0
26,4.0
27,4.0
28,3.0
29,2.0
30,4.0
31,3.0
32,3.0
33,4.0
34,3.0
35,4.0
36,3.0
37,3.0
38,3.0
39,3.0
40,3.0
41,3.0
42,4.0
43,3.0
44,4.0
45,4.0
46,3.0
47,3.0
48,3.0
49,102.0
50,2.0
51,3.0
52,3.0
53,4.0
54,3.0
55,3.0
56,2.0
57,4.0
58,2.0
59,3.0
60,4.0
61,3.0
62,3.0
63,3.0
64,3.0
65,3.0
66,3.0
67,4.0
68,3.0
69,3.0
70,3.0
71,4.0
72,4.0
73,3.0
74,2.0
75,4.0
76,3.0
77,5.0
78,3.0
79,3.0
80,2.0
81,3.0
82,3.0
83,3.0
84,3.0
85,4.0
86,5.0
87,100.0
88,3.0
89,2.0
90,4.0
91,4.0
92,4.0
93,3.0
94,4.0
95,3.0
96,3.0
97,3.0
98,3.0
99,3.0
100,4.0
101,3.0
102,3.0
103,2.0
104,3.0
105,4.0
106,4.0
107,102.0
108,4.0
109,3.0
110,3.0
111,3.0
112,3.0
113,98.0
114,4.0
115,3.0
116,3.0
117,3.0
118,3.0
119,2.0
120,4.0
121,13.0
122,4.0
123,3.0
124,3.0
125,3.0
126,4.0
127,3.0
128,4.0
129,4.0
130,4.0
131,3.0
132,4.0
133,3.0
134,4.0
135,3.0
136,11.0
137,3.0
138,3.0
139,3.0
140,3.0
141,3.0
142,2.0
143,4.0
144,2.0
145,4.0
146,3.0
147,6.0
148,3.0
149,4.0
150,6.0
151,3.0
152,2.0
153,3.0
154,3.0
155,3.0
156,6.0
157,3.0
158,3.0
159,3.0
160,4.0
161,98.0
162,4.0
163,3.0
164,3.0
165,3.0
166,4.0
167,3.0
168,3.0
169,3.0
170,3.0
171,3.0
172,3.0
173,3.0
174,3.0
175,3.0
176,4.0
177,3.0
178,3.0
179,3.0
180,2.0
181,3.0
182,3.0
183,4.0
184,3.0
185,3.0
186,2.0
187,3.0
188,3.0
189,3.0
190,3.0
191,3.0
192,3.0
193,3.0
194,3.0
195,3.0
196,3.0
197,3.0
198,3.0
199,3.0
200,3.0
201,3.0
202,4.0
203,3.0
204,5.0
205,4.0
206,3.0
207,3.0
208,3.0
209,3.0
210,6.0
211,5.0
212,4.0
213,2.0
214,4.0
215,4.0
216,3.0
217,3.0
218,6.0
219,4.0
220,4.0
221,4.0
222,3.0
223,3.0
224,3.0
225,3.0
226,4.0
227,3.0
228,2.0
229,4.0
230,4.0
231,3.0
232,3.0
233,3.0
234,4.0
235,3.0
236,3.0
237,3.0
238,3.0
239,2.0
240,3.0
241,3.0
242,3.0
243,5.0
244,2.0
245,3.0
246,3.0
247,3.0
248,3.0
249,4.0
250,4.0
251,2.0
252,4.0
253,3.0
254,4.0
255,3.0
256,3.0
257,3.0
258,3.0
259,3.0
260,3.0
261,3.0
262,2.0
263,3.0
264,3.0
265,3.0
266,3.0
267,7.0
268,4.0
269,3.0
270,2.0
271,3.0
272,2.0
273,3.0
274,3.0
275,4.0
276,3.0
277,3.0
278,2.0
279,3.0
280,3.0
281,4.0
282,2.0
283,3.0
284,3.0
285,4.0
286,3.0
287,3.0
288,3.0
289,3.0
290,4.0
291,3.0
292,4.0
293,4.0
294,5.0
295,5.0
296,3.0
297,4.0
298,3.0
299,4.0
300,3.0
301,2.0
302,3.0
303,3.0
304,5.0
305,3.0
306,3.0
307,101.0
308,4.0
309,3.0
310,3.0
311,2.0
312,4.0
313,3.0
314,3.0
315,5.0
316,3.0
317,4.0
318,3.0
319,3.0
320,2.0
321,2.0
322,3.0
323,3.0
324,4.0
325,3.0
326,4.0
327,4.0
328,3.0
329,3.0
330,3.0
331,3.0
332,3.0
333,3.0
334,3.0
335,4.0
336,3.0
337,4.0
338,3.0
339,2.0
340,4.0
341,3.0
342,5.0
343,3.0
344,3.0
345,3.0
346,3.0
347,3.0
348,3.0
349,3.0
350,4.0
351,3.0
352,3.0
353,3.0
354,5.0
355,4.0
356,3.0
357,3.0
358,4.0
359,3.0
360,4.0
361,4.0
362,3.0
363,3.0
364,3.0
365,3.0
366,3.0
367,3.0
368,4.0
369,4.0
370,3.0
371,4.0
372,3.0
373,3.0
374,3.0
375,3.0
376,3.0
377,3.0
378,4.0
379,2.0
380,2.0
381,3.0
382,3.0
383,3.0
384,3.0
385,3.0
386,3.0
387,3.0
388,4.0
389,4.0
390,3.0
391,3.0
392,3.0
393,3.0
394,3.0
395,3.0
396,3.0
397,3.0
398,4.0
399,3.0
400,2.0
401,4.0
402,4.0
403,3.0
404,3.0
405,4.0
406,4.0
407,3.0
408,3.0
409,4.0
410,3.0
411,2.0
412,3.0
413,4.0
414,2.0
415,3.0
416,3.0
417,3.0
418,2.0
419,3.0
420,4.0
421,3.0
422,3.0
423,3.0
424,3.0
425,4.0
426,3.0
427,3.0
428,4.0
429,4.0
430,3.0
431,3.0
432,5.0
433,4.0
434,3.0
435,2.0
436,3.0
437,3.0
438,3.0
439,3.0
440,3.0
441,4.0
442,3.0
443,4.0
444,3.0
445,3.0
446,4.0
447,3.0
448,3.0
449,3.0
450,3.0
451,3.0
452,3.0
453,3.0
454,3.0
455,3.0
456,4.0
457,3.0
458,3.0
459,4.0
460,4.0
461,3.0
462,3.0
463,4.0
464,3.0
465,4.0
466,3.0
467,3.0
468,3.0
469,4.0
470,4.0
471,4.0
472,3.0
473,3.0
474,3.0
475,3.0
476,6.0
477,3.0
478,4.0
479,3.0
480,2.0
481,3.0
482,3.0
483,4.0
484,4.0
485,3.0
486,4.0
487,3.0
488,4.0
489,2.0
490,4.0
491,3.0
492,3.0
493,3.0
494,4.0
495,3.0
496,3.0
497,4.0
498,4.0
499,4.0
500,4.0
501,3.0
502,2.0
503,4.0
504,4.0
505,4.0
506,3.0
507,2.0
508,2.0
509,3.0
510,4.0
511,3.0
512,2.0
513,3.0
514,3.0
515,7.0
516,4.0
517,3.0
518,3.0
519,3.0
520,3.0
521,3.0
522,2.0
523,3.0
524,3.0
525,8.0
526,4.0
527,7.0
528,3.0
529,3.0
530,3.0
531,3.0
532,4.0
533,4.0
534,5.0
535,4.0
536,3.0
537,5.0
538,3.0
539,3.0
540,3.0
541,3.0
542,2.0
543,4.0
544,3.0
545,6.0
546,3.0
547,4.0
548,2.0
549,4.0
550,3.0
551,3.0
552,4.0
553,3.0
554,4.0
555,3.0
556,3.0
557,3.0
558,3.0
559,3.0
560,3.0
561,5.0
562,4.0
563,101.0
564,3.0
565,3.0
566,3.0
567,3.0
568,4.0
569,4.0
570,3.0
571,4.0
572,3.0
573,6.0
574,3.0
575,3.0
576,3.0
577,4.0
578,3.0
579,4.0
580,5.0
581,4.0
582,2.0
583,3.0
584,3.0
585,3.0
586,3.0
587,4.0
588,3.0
589,3.0
590,4.0
591,4.0
592,3.0
593,3.0
594,3.0
595,3.0
596,3.0
597,4.0
598,3.0
599,3.0
600,4.0
601,2.0
602,4.0
603,3.0
604,4.0
605,3.0
606,4.0
607,2.0
608,6.0
609,4.0
610,4.0
611,3.0
612,3.0
613,3.0
614,3.0
615,4.0
616,3.0
617,3.0
618,3.0
619,3.0
620,3.0
621,3.0
622,2.0
623,3.0
