round,init_time_ms
1,20.0
2,18.0
3,75.0
4,50.0
5,19.0
6,113.0
7,19.0
8,7021.0
9,32.0
10,19.0
11,2018.0
12,110.0
13,84.0
14,18.0
15,20.0
16,120.0
17,108.0
18,30.0
19,83.0
20,69.0
21,17.0
22,21.0
23,104.0
24,6018.0
25,101.0
26,43.0
27,8047.0
28,19.0
29,20.0
30,108.0
31,18.0
32,85.0
33,20.0
34,17.0
35,121.0
36,105.0
37,8033.0
38,1062.0
39,37.0
40,23.0
41,120.0
42,90.0
43,21.0
44,79.0
45,39.0
46,18.0
47,3110.0
48,18.0
49,96.0
50,18.0
51,6031.0
52,20.0
53,18.0
54,3104.0
55,19.0
56,32.0
57,22.0
58,24.0
59,21.0
60,18.0
61,20.0
62,71.0
63,55.0
64,2018.0
65,137.0
66,17.0
67,19.0
68,19.0
69,42.0
70,35.0
71,18.0
72,19.0
73,6076.0
74,18.0
75,46.0
76,23.0
77,124.0
78,88.0
79,25.0
80,18.0
81,8032.0
82,20.0
83,19.0
84,31.0
85,8025.0
86,1107.0
87,18.0
88,22.0
89,76.0
90,67.0
91,20.0
92,20.0
93,18.0
94,20.0
95,17.0
96,41.0
97,17.0
98,23.0
99,17.0
100,6089.0
101,106.0
102,78.0
103,50.0
104,22.0
105,22.0
106,128.0
107,98.0
108,72.0
109,53.0
110,37.0
111,21.0
112,8109.0
113,93.0
114,22.0
115,59.0
116,22.0
117,21.0
118,76.0
119,22.0
120,32.0
121,1115.0
122,121.0
123,107.0
124,78.0
125,22.0
126,36.0
127,25.0
128,123.0
129,8103.0
130,31.0
131,22.0
132,21.0
133,8031.0
134,21.0
135,114.0
136,22.0
137,65.0
138,22.0
139,28.0
140,144.0
141,111.0
142,77.0
143,22.0
144,23.0
145,26.0
146,116.0
147,39.0
148,89.0
149,59.0
150,45.0
151,24.0
152,129.0
153,211.0
154,1068.0
155,50.0
156,33.0
157,151.0
158,22.0
159,105.0
160,91.0
161,21.0
162,98.0
163,4091.0
164,19.0
165,22.0
166,1039.0
167,22.0
168,69.0
169,21.0
170,99.0
171,131.0
172,67.0
173,21.0
174,47.0
175,6029.0
176,123.0
177,111.0
178,98.0
179,22.0
180,4050.0
181,21.0
182,119.0
183,117.0
184,22.0
185,44.0
186,22.0
187,36.0
188,119.0
189,107.0
190,93.0
191,71.0
192,20.0
193,28.0
194,22.0
195,128.0
196,20.0
197,23.0
198,60.0
199,21.0
200,22.0
201,21.0
202,30.0
203,22.0
204,61.0
205,6022.0
206,5037.0
207,22.0
208,126.0
209,21.0
210,3080.0
211,20.0
212,43.0
213,23.0
214,129.0
215,92.0
216,69.0
217,57.0
218,40.0
219,138.0
220,21.0
221,21.0
222,167.0
223,37.0
224,6159.0
225,102.0
226,29.0
227,47.0
228,28.0
229,121.0
230,5099.0
231,89.0
232,85.0
233,22.0
234,20.0
235,102.0
236,93.0
237,21.0
238,20.0
239,3159.0
240,3029.0
241,106.0
242,103.0
243,20.0
244,6043.0
245,72.0
246,21.0
247,21.0
248,22.0
249,104.0
250,1077.0
251,118.0
252,42.0
253,8022.0
254,20.0
255,87.0
256,21.0
257,64.0
258,43.0
259,125.0
260,120.0
261,95.0
262,84.0
263,55.0
264,28.0
265,22.0
266,21.0
267,4108.0
268,8063.0
269,68.0
270,22.0
271,35.0
272,113.0
273,21.0
274,81.0
275,82.0
276,1042.0
277,30.0
278,114.0
279,99.0
280,21.0
281,30.0
282,108.0
283,20.0
284,20.0
285,21.0
286,82.0
287,9069.0
288,25.0
289,119.0
290,4135.0
291,81.0
292,23.0
293,20.0
294,93.0
295,79.0
296,20.0
297,56.0
298,40.0
299,43.0
300,136.0
301,95.0
302,77.0
303,23.0
304,4021.0
305,1023.0
306,22.0
307,20.0
308,121.0
309,106.0
310,87.0
311,35.0
312,8025.0
313,22.0
314,2098.0
315,21.0
316,21.0
317,39.0
318,21.0
319,20.0
320,85.0
321,74.0
322,20.0
323,114.0
324,21.0
325,88.0
326,8026.0
327,123.0
328,86.0
329,20.0
330,46.0
331,122.0
332,1095.0
333,22.0
334,99.0
335,21.0
336,43.0
337,31.0
338,22.0
339,136.0
340,21.0
341,6064.0
342,1055.0
343,8037.0
344,122.0
345,1019.0
346,96.0
347,20.0
348,20.0
349,67.0
350,73.0
351,21.0
352,8112.0
353,9105.0
354,82.0
355,29.0
356,8033.0
357,30.0
358,145.0
359,118.0
360,27.0
361,8059.0
362,41.0
363,6037.0
364,27.0
365,102.0
366,23.0
367,21.0
368,77.0
369,73.0
370,23.0
371,21.0
372,57.0
373,118.0
374,22.0
375,78.0
376,19.0
377,22.0
378,7021.0
379,21.0
380,20.0
381,20.0
382,94.0
383,25.0
384,83.0
385,39.0
386,23.0
387,21.0
388,81.0
389,22.0
390,22.0
391,38.0
392,118.0
393,20.0
394,73.0
395,78.0
396,46.0
397,2023.0
398,114.0
399,2096.0
400,1079.0
401,30.0
402,77.0
403,68.0
404,120.0
405,97.0
406,1072.0
407,22.0
408,40.0
409,22.0
410,21.0
411,21.0
412,122.0
413,4071.0
414,79.0
415,59.0
416,21.0
417,24.0
418,21.0
419,98.0
420,87.0
421,28.0
422,24.0
423,116.0
424,23.0
425,106.0
426,99.0
427,1115.0
428,1040.0
429,127.0
430,123.0
431,23.0
432,91.0
433,4054.0
434,22.0
435,129.0
436,104.0
437,22.0
438,2316.0
439,20.0
440,2037.0
441,35.0
442,21.0
443,111.0
444,1081.0
445,48.0
446,21.0
447,2628.0
448,21.0
449,96.0
450,5107.0
451,37.0
452,128.0
453,113.0
454,103.0
455,20.0
456,3164.0
457,22.0
458,1120.0
459,116.0
460,110.0
461,102.0
462,55.0
463,21.0
464,129.0
465,1023.0
466,21.0
467,75.0
468,20.0
469,29.0
470,3228.0
471,20.0
472,23.0
473,22.0
474,123.0
475,20.0
476,4116.0
477,22.0
478,112.0
479,68.0
480,23.0
481,155.0
482,120.0
483,1197.0
484,20.0
485,1074.0
486,4043.0
487,43.0
488,8094.0
489,2120.0
490,21.0
491,22.0
492,46.0
493,27.0
494,129.0
495,2020.0
496,24.0
497,86.0
498,51.0
499,4038.0
500,21.0
501,1105.0
502,118.0
503,24.0
504,54.0
505,117.0
506,34.0
507,100.0
508,117.0
509,23.0
510,59.0
511,22.0
512,8026.0
513,117.0
514,22.0
515,119.0
516,1105.0
517,109.0
518,80.0
519,5638.0
520,28.0
521,1107.0
522,6021.0
523,1077.0
524,23.0
525,32.0
526,32.0
527,21.0
528,21.0
529,94.0
530,17.0
531,75.0
532,22.0
533,24.0
534,113.0
535,96.0
536,82.0
537,71.0
538,77.0
539,43.0
540,112.0
541,98.0
542,64.0
543,21.0
544,20.0
545,78.0
546,20.0
547,49.0
548,6035.0
549,136.0
550,6022.0
551,81.0
552,56.0
553,22.0
554,129.0
555,141.0
556,8025.0
557,94.0
558,2058.0
559,22.0
560,109.0
561,25.0
562,22.0
563,35.0
564,20.0
565,40.0
566,113.0
567,93.0
568,4075.0
569,8021.0
570,37.0
571,29.0
572,114.0
573,87.0
574,21.0
575,52.0
576,8036.0
577,20.0
578,95.0
579,21.0
580,21.0
581,23.0
582,22.0
583,122.0
584,21.0
585,81.0
586,1226.0
587,6046.0
588,25.0
589,122.0
590,20.0
591,4087.0
592,25.0
593,21.0
594,22.0
595,31.0
596,107.0
597,92.0
598,69.0
599,57.0
600,67.0
601,23.0
602,103.0
603,93.0
604,92.0
605,8062.0
606,118.0
607,28.0
608,22.0
609,108.0
610,86.0
611,88.0
612,41.0
613,27.0
614,114.0
615,8097.0
616,116.0
617,20.0
618,71.0
619,40.0
620,29.0
621,134.0
622,22.0
623,22.0
624,80.0
625,55.0
626,41.0
627,22.0
628,1092.0
629,96.0
630,20.0
631,54.0
632,8029.0
633,21.0
634,135.0
635,86.0
636,74.0
637,20.0
638,20.0
639,7030.0
640,130.0
641,84.0
642,19.0
643,69.0
644,21.0
645,28.0
646,6111.0
647,94.0
648,21.0
649,62.0
650,27.0
651,4071.0
652,20.0
653,105.0
654,2019.0
655,23.0
656,60.0
657,1046.0
658,8037.0
659,108.0
660,19.0
661,127.0
662,4104.0
663,100.0
664,66.0
665,21.0
666,25.0
667,116.0
668,4119.0
669,137.0
670,61.0
671,20.0
672,2022.0
673,21.0
674,22.0
675,8100.0
676,22.0
677,5020.0
678,119.0
679,34.0
680,21.0
681,86.0
682,142.0
683,20.0
684,121.0
685,99.0
686,20.0
687,79.0
688,84.0
689,45.0
690,111.0
691,6110.0
692,20.0
693,80.0
694,83.0
695,4113.0
696,118.0
697,23.0
698,21.0
699,2021.0
700,24.0
701,50.0
702,22.0
703,21.0
704,93.0
705,21.0
706,84.0
707,37.0
708,116.0
709,34.0
710,111.0
711,4022.0
712,83.0
713,56.0
714,39.0
715,123.0
716,6027.0
717,21.0
718,20.0
719,37.0
720,64.0
721,42.0
722,40.0
723,124.0
724,20.0
725,23.0
726,3115.0
727,36.0
728,114.0
729,138.0
730,23.0
731,49.0
732,41.0
733,128.0
734,22.0
735,20.0
736,72.0
737,21.0
738,28.0
739,20.0
740,25.0
741,23.0
742,70.0
743,1039.0
744,120.0
745,1096.0
746,74.0
747,82.0
748,66.0
749,23.0
750,23.0
751,96.0
752,22.0
753,21.0
754,73.0
755,4037.0
756,8123.0
757,20.0
758,21.0
759,3020.0
760,81.0
761,62.0
762,130.0
763,88.0
764,78.0
765,23.0
766,43.0
767,25.0
768,109.0
769,22.0
770,60.0
771,53.0
772,69.0
773,22.0
774,102.0
775,22.0
776,84.0
777,23.0
778,44.0
779,19.0
780,134.0
781,99.0
