round,disc_to_backup_ms
333,3.0
334,3.0
335,3.0
336,9.0
337,103.0
338,3.0
339,2.0
340,3.0
341,10.0
342,3.0
343,3.0
344,3.0
345,3.0
346,3.0
347,3.0
348,3.0
349,4.0
350,3.0
351,2.0
352,8.0
353,4.0
354,4.0
355,3.0
356,5.0
357,3.0
358,3.0
359,4.0
360,3.0
361,3.0
362,8.0
363,3.0
364,4.0
365,3.0
366,4.0
367,4.0
368,12.0
369,3.0
370,6.0
371,4.0
372,3.0
373,3.0
374,3.0
375,3.0
376,3.0
377,4.0
378,2.0
379,6.0
380,3.0
381,4.0
382,3.0
383,3.0
384,3.0
385,3.0
386,3.0
387,3.0
388,3.0
389,4.0
390,3.0
391,4.0
392,3.0
393,3.0
394,2.0
395,6.0
396,7.0
397,4.0
398,4.0
399,3.0
400,3.0
401,3.0
402,2.0
403,3.0
404,3.0
405,3.0
406,3.0
407,100.0
408,3.0
409,3.0
410,3.0
411,4.0
412,4.0
413,3.0
414,99.0
415,6.0
416,3.0
417,3.0
418,3.0
419,3.0
420,3.0
421,3.0
422,5.0
423,4.0
424,3.0
425,3.0
426,3.0
427,3.0
428,3.0
429,3.0
430,3.0
431,4.0
432,3.0
433,3.0
434,3.0
435,3.0
436,3.0
437,3.0
438,3.0
439,3.0
440,3.0
441,3.0
442,4.0
443,3.0
444,3.0
445,2.0
446,3.0
447,3.0
448,3.0
449,3.0
450,3.0
451,3.0
452,4.0
453,3.0
454,3.0
455,2.0
456,2.0
457,3.0
458,4.0
459,3.0
460,2.0
461,3.0
462,3.0
463,3.0
464,3.0
465,4.0
466,3.0
467,4.0
468,4.0
469,3.0
470,3.0
471,3.0
472,3.0
473,3.0
474,3.0
475,3.0
476,3.0
477,3.0
478,3.0
479,4.0
480,3.0
481,3.0
482,4.0
483,4.0
484,4.0
485,4.0
486,2.0
487,3.0
488,4.0
489,3.0
490,4.0
491,3.0
492,3.0
493,3.0
494,3.0
495,3.0
496,3.0
497,3.0
498,4.0
499,3.0
500,3.0
501,4.0
502,4.0
503,3.0
504,100.0
505,2.0
506,3.0
507,4.0
508,3.0
509,3.0
510,2.0
511,3.0
512,4.0
513,2.0
514,4.0
515,2.0
516,3.0
517,99.0
518,3.0
519,3.0
520,2.0
521,3.0
522,4.0
523,3.0
524,2.0
525,3.0
526,4.0
527,3.0
528,3.0
529,5.0
530,3.0
531,3.0
532,3.0
533,3.0
534,3.0
535,3.0
536,3.0
537,3.0
538,4.0
539,2.0
540,3.0
541,2.0
542,3.0
543,100.0
544,3.0
545,3.0
546,3.0
547,3.0
548,3.0
549,4.0
550,8.0
551,3.0
552,3.0
553,5.0
554,3.0
555,3.0
556,4.0
557,4.0
558,3.0
559,3.0
560,4.0
561,3.0
562,3.0
563,4.0
564,4.0
565,3.0
566,3.0
567,4.0
568,4.0
569,3.0
570,3.0
571,3.0
572,5.0
573,3.0
574,2.0
575,3.0
576,3.0
577,3.0
578,3.0
579,3.0
580,3.0
581,3.0
582,4.0
583,3.0
584,3.0
585,2.0
586,5.0
587,3.0
588,3.0
589,3.0
590,4.0
591,3.0
592,4.0
593,4.0
594,4.0
595,3.0
596,6.0
597,3.0
598,7.0
599,3.0
600,2.0
601,3.0
602,3.0
603,4.0
604,3.0
605,2.0
606,4.0
607,3.0
608,3.0
609,3.0
610,3.0
611,3.0
612,3.0
613,3.0
614,3.0
615,3.0
616,6.0
617,2.0
618,4.0
619,3.0
620,3.0
621,3.0
622,3.0
623,3.0
624,3.0
625,5.0
626,3.0
627,3.0
628,2.0
629,4.0
630,4.0
631,3.0
632,4.0
633,3.0
634,3.0
635,4.0
636,3.0
637,3.0
638,3.0
639,3.0
640,3.0
641,4.0
642,3.0
643,3.0
644,3.0
645,3.0
646,2.0
647,3.0
648,3.0
649,2.0
650,4.0
651,3.0
652,3.0
653,3.0
654,3.0
655,3.0
656,3.0
657,5.0
658,3.0
659,2.0
660,4.0
661,3.0
662,5.0
663,4.0
664,3.0
665,4.0
666,4.0
667,7.0
668,3.0
669,3.0
670,3.0
671,4.0
672,3.0
673,3.0
674,3.0
675,4.0
676,4.0
677,4.0
678,4.0
679,4.0
680,4.0
681,4.0
682,3.0
683,3.0
684,3.0
685,4.0
686,3.0
687,3.0
688,3.0
689,3.0
690,3.0
691,2.0
692,2.0
693,3.0
694,3.0
695,3.0
696,2.0
697,3.0
698,2.0
699,3.0
700,3.0
701,4.0
702,2.0
703,3.0
704,4.0
705,3.0
706,6.0
707,3.0
708,3.0
709,3.0
710,3.0
711,3.0
712,4.0
713,3.0
714,4.0
715,3.0
716,4.0
717,4.0
718,3.0
719,2.0
720,3.0
721,4.0
722,97.0
723,3.0
724,3.0
725,2.0
726,4.0
727,3.0
728,3.0
729,3.0
730,3.0
731,3.0
732,3.0
733,3.0
734,2.0
735,3.0
736,3.0
737,4.0
738,3.0
739,3.0
740,4.0
741,3.0
742,3.0
743,3.0
744,3.0
745,2.0
746,3.0
747,4.0
748,3.0
749,2.0
750,4.0
751,4.0
752,3.0
753,3.0
754,4.0
755,3.0
756,2.0
757,3.0
758,3.0
759,3.0
760,3.0
761,3.0
762,2.0
763,3.0
764,3.0
765,3.0
766,9.0
767,3.0
768,3.0
769,4.0
770,4.0
771,3.0
772,4.0
773,3.0
774,4.0
775,4.0
776,3.0
777,3.0
778,3.0
779,4.0
780,3.0
781,2.0
782,3.0
783,2.0
784,3.0
785,3.0
786,3.0
787,3.0
788,4.0
789,3.0
790,4.0
791,3.0
792,3.0
793,3.0
794,4.0
795,3.0
796,3.0
797,3.0
798,4.0
799,2.0
800,3.0
801,6.0
802,4.0
803,4.0
804,3.0
805,3.0
806,3.0
807,3.0
808,3.0
809,4.0
810,3.0
811,2.0
812,3.0
813,2.0
814,4.0
815,3.0
816,3.0
817,3.0
818,3.0
819,3.0
820,3.0
821,4.0
822,3.0
823,3.0
824,4.0
825,3.0
826,3.0
827,4.0
828,3.0
829,5.0
830,3.0
831,4.0
832,3.0
833,5.0
834,11.0
835,3.0
836,3.0
837,4.0
838,3.0
839,4.0
840,2.0
841,3.0
842,3.0
843,4.0
844,4.0
845,5.0
846,3.0
847,3.0
848,3.0
849,3.0
850,3.0
851,4.0
852,3.0
853,3.0
854,3.0
855,3.0
856,4.0
857,3.0
858,3.0
859,4.0
860,3.0
861,3.0
862,3.0
863,3.0
864,3.0
865,3.0
866,3.0
867,3.0
868,98.0
869,4.0
870,3.0
871,4.0
872,7.0
873,2.0
874,3.0
875,4.0
876,3.0
877,4.0
878,4.0
879,3.0
880,4.0
881,3.0
882,3.0
883,4.0
884,4.0
885,3.0
886,3.0
887,3.0
888,5.0
889,4.0
890,3.0
891,2.0
892,3.0
893,3.0
894,2.0
895,3.0
896,3.0
897,3.0
898,3.0
899,3.0
900,3.0
901,3.0
902,3.0
903,103.0
904,2.0
905,4.0
906,4.0
907,3.0
908,3.0
909,3.0
910,3.0
911,3.0
912,3.0
913,4.0
914,2.0
915,3.0
916,4.0
917,4.0
918,4.0
919,3.0
920,3.0
921,3.0
922,4.0
923,3.0
924,3.0
925,4.0
926,3.0
927,3.0
928,4.0
929,3.0
930,3.0
931,4.0
932,5.0
933,3.0
934,3.0
935,2.0
936,4.0
937,4.0
938,3.0
939,3.0
940,4.0
941,3.0
942,3.0
943,5.0
944,4.0
945,3.0
946,4.0
947,3.0
948,3.0
949,3.0
950,3.0
951,4.0
952,3.0
953,3.0
954,3.0
955,3.0
956,3.0
957,4.0
958,3.0
959,2.0
960,3.0
961,3.0
962,3.0
963,3.0
964,3.0
965,3.0
966,4.0
967,2.0
968,3.0
969,3.0
970,4.0
971,3.0
972,4.0
973,3.0
974,3.0
975,4.0
976,4.0
977,2.0
978,3.0
979,2.0
980,2.0
981,3.0
982,3.0
983,4.0
984,3.0
985,3.0
986,3.0
987,2.0
988,3.0
989,3.0
990,101.0
991,3.0
992,4.0
993,4.0
994,9.0
995,3.0
996,3.0
997,3.0
998,2.0
999,3.0
1000,12.0
