round,disc_to_backup_ms
1,8.0
2,2.0
3,3.0
4,3.0
5,101.0
6,3.0
7,3.0
8,3.0
9,3.0
10,3.0
11,3.0
12,3.0
13,4.0
14,2.0
15,2.0
16,3.0
17,3.0
18,2.0
19,2.0
20,2.0
21,3.0
22,2.0
23,2.0
24,5.0
25,3.0
26,2.0
27,2.0
28,3.0
29,2.0
30,2.0
31,3.0
32,10.0
33,2.0
34,3.0
35,2.0
36,3.0
37,3.0
38,2.0
39,3.0
40,3.0
41,3.0
42,3.0
43,3.0
44,2.0
45,11.0
46,3.0
47,3.0
48,2.0
49,2.0
50,3.0
51,2.0
52,3.0
53,2.0
54,3.0
55,3.0
56,3.0
57,3.0
58,2.0
59,2.0
60,3.0
61,3.0
62,4.0
63,3.0
64,2.0
65,3.0
66,3.0
67,2.0
68,3.0
69,2.0
70,3.0
71,2.0
72,2.0
73,2.0
74,2.0
75,3.0
76,2.0
77,3.0
78,2.0
79,3.0
80,3.0
81,2.0
82,3.0
83,3.0
84,3.0
85,3.0
86,3.0
87,2.0
88,3.0
89,3.0
90,2.0
91,2.0
92,3.0
93,3.0
94,3.0
95,3.0
96,2.0
97,3.0
98,3.0
99,2.0
100,2.0
101,2.0
102,2.0
103,3.0
104,3.0
105,2.0
106,2.0
107,3.0
108,3.0
109,3.0
110,2.0
111,4.0
112,3.0
113,3.0
114,3.0
115,3.0
116,6.0
117,3.0
118,3.0
119,3.0
120,3.0
121,2.0
122,3.0
123,2.0
124,2.0
125,3.0
126,3.0
127,3.0
128,3.0
129,3.0
130,3.0
131,3.0
132,2.0
133,3.0
134,2.0
135,3.0
136,3.0
137,3.0
138,3.0
139,3.0
140,3.0
141,3.0
142,3.0
143,2.0
144,2.0
145,3.0
146,3.0
147,4.0
148,3.0
149,3.0
150,3.0
151,2.0
152,2.0
153,2.0
154,3.0
155,3.0
156,2.0
157,3.0
158,3.0
159,3.0
160,2.0
161,4.0
162,2.0
163,3.0
164,3.0
165,3.0
166,2.0
167,2.0
168,3.0
169,98.0
170,2.0
171,2.0
172,3.0
173,3.0
174,2.0
175,3.0
176,2.0
177,2.0
178,3.0
179,3.0
180,3.0
181,3.0
182,3.0
183,2.0
184,3.0
185,3.0
186,3.0
187,2.0
188,2.0
189,3.0
190,3.0
191,3.0
192,3.0
193,2.0
194,3.0
195,3.0
196,2.0
197,3.0
198,3.0
199,3.0
200,3.0
201,2.0
202,2.0
203,2.0
204,2.0
205,2.0
206,3.0
207,3.0
208,3.0
209,3.0
210,3.0
211,3.0
212,3.0
213,3.0
214,2.0
215,3.0
216,3.0
217,3.0
218,3.0
219,3.0
220,3.0
221,2.0
222,5.0
223,2.0
224,3.0
225,3.0
226,3.0
227,3.0
228,3.0
229,3.0
230,3.0
231,2.0
232,3.0
233,3.0
234,3.0
235,3.0
236,2.0
237,3.0
238,3.0
239,3.0
240,3.0
241,2.0
242,4.0
243,3.0
244,3.0
245,3.0
246,2.0
247,3.0
248,3.0
249,3.0
250,2.0
251,2.0
252,2.0
253,3.0
254,3.0
255,2.0
256,3.0
257,3.0
258,2.0
259,3.0
260,3.0
