round,backup_time_ms
1,203.0
2,181.0
3,185.0
4,175.0
5,186.0
6,252.0
7,193.0
8,215.0
9,268.0
10,236.0
11,179.0
12,172.0
13,257.0
14,237.0
15,200.0
16,244.0
17,245.0
18,229.0
19,209.0
20,225.0
21,246.0
22,185.0
23,179.0
24,255.0
25,229.0
26,208.0
27,262.0
28,189.0
29,272.0
30,308.0
31,245.0
32,313.0
33,299.0
34,275.0
35,338.0
36,213.0
37,209.0
38,284.0
39,244.0
40,241.0
41,227.0
42,210.0
43,227.0
44,254.0
45,192.0
46,198.0
47,199.0
48,202.0
49,223.0
50,259.0
51,176.0
52,241.0
53,257.0
54,226.0
55,240.0
56,161.0
57,215.0
58,230.0
59,241.0
60,261.0
61,231.0
62,221.0
63,232.0
64,233.0
65,242.0
66,202.0
67,227.0
68,238.0
69,263.0
70,263.0
71,262.0
72,251.0
73,233.0
74,216.0
75,208.0
76,230.0
77,196.0
78,200.0
79,255.0
80,219.0
81,215.0
82,201.0
83,202.0
84,175.0
85,209.0
86,249.0
87,266.0
88,245.0
89,237.0
90,255.0
91,225.0
92,180.0
93,214.0
94,237.0
95,196.0
96,210.0
97,265.0
98,233.0
99,220.0
100,227.0
101,265.0
102,223.0
103,228.0
104,239.0
105,205.0
106,231.0
107,234.0
108,222.0
109,239.0
110,224.0
111,219.0
112,216.0
113,227.0
114,189.0
115,181.0
116,212.0
117,258.0
118,241.0
119,221.0
120,256.0
121,195.0
122,260.0
123,252.0
124,245.0
125,245.0
126,259.0
127,223.0
128,242.0
129,265.0
130,189.0
131,258.0
132,264.0
133,264.0
134,266.0
135,219.0
136,241.0
137,246.0
138,231.0
139,217.0
140,241.0
141,227.0
142,224.0
143,251.0
144,222.0
145,250.0
146,233.0
147,202.0
148,188.0
149,197.0
150,199.0
151,213.0
152,236.0
153,279.0
154,173.0
155,184.0
156,193.0
157,206.0
158,230.0
159,202.0
160,205.0
161,279.0
162,241.0
163,269.0
164,267.0
165,238.0
166,232.0
167,243.0
168,218.0
169,209.0
170,228.0
171,237.0
172,248.0
173,237.0
174,214.0
175,230.0
176,212.0
177,262.0
178,229.0
179,270.0
180,273.0
181,256.0
182,221.0
183,202.0
184,253.0
185,213.0
186,217.0
187,224.0
188,266.0
189,210.0
190,220.0
191,258.0
192,251.0
193,245.0
194,222.0
195,177.0
196,194.0
197,227.0
198,229.0
199,234.0
200,251.0
201,244.0
202,229.0
203,262.0
204,259.0
205,203.0
206,195.0
207,211.0
208,218.0
209,211.0
210,238.0
211,226.0
212,261.0
213,241.0
214,204.0
215,200.0
216,180.0
217,200.0
218,249.0
219,228.0
220,263.0
221,204.0
222,256.0
223,172.0
224,193.0
225,204.0
226,250.0
227,185.0
228,204.0
229,200.0
230,208.0
231,220.0
232,241.0
233,176.0
234,256.0
235,214.0
236,194.0
237,248.0
238,214.0
239,212.0
240,227.0
241,239.0
242,171.0
243,261.0
244,264.0
245,245.0
246,234.0
247,186.0
248,175.0
249,253.0
250,225.0
251,227.0
252,231.0
253,203.0
254,201.0
255,189.0
256,182.0
257,276.0
258,180.0
259,204.0
260,273.0
261,251.0
262,245.0
263,252.0
264,245.0
265,213.0
266,231.0
267,224.0
268,249.0
269,224.0
270,238.0
271,254.0
272,223.0
273,229.0
274,260.0
275,248.0
276,197.0
277,176.0
278,222.0
279,242.0
280,232.0
281,260.0
282,255.0
283,250.0
284,228.0
285,223.0
286,222.0
287,185.0
288,201.0
289,182.0
290,219.0
291,207.0
292,245.0
293,223.0
294,223.0
295,209.0
296,201.0
297,196.0
298,192.0
299,263.0
300,228.0
