round,init_time_ms
1,43.0
2,34.0
3,34.0
4,33.0
5,32.0
6,31.0
7,33.0
8,32.0
9,33.0
10,34.0
11,33.0
12,34.0
13,33.0
14,33.0
15,32.0
16,32.0
17,32.0
18,32.0
19,36.0
20,34.0
21,37.0
22,33.0
23,32.0
24,34.0
25,33.0
26,35.0
27,35.0
28,33.0
29,34.0
30,36.0
31,35.0
32,33.0
33,32.0
34,31.0
35,32.0
36,30.0
37,33.0
38,37.0
39,33.0
40,35.0
41,34.0
42,34.0
43,35.0
44,33.0
45,30.0
46,33.0
47,35.0
48,35.0
49,37.0
50,36.0
51,32.0
52,34.0
53,35.0
54,32.0
55,34.0
56,34.0
57,34.0
58,33.0
59,35.0
60,33.0
61,33.0
62,34.0
63,33.0
64,33.0
65,33.0
66,35.0
67,34.0
68,33.0
69,36.0
70,32.0
71,33.0
72,32.0
73,33.0
74,33.0
75,35.0
76,33.0
77,34.0
78,35.0
79,35.0
80,34.0
81,34.0
82,33.0
83,33.0
84,31.0
85,35.0
86,33.0
87,35.0
88,34.0
89,36.0
90,34.0
91,33.0
92,34.0
93,35.0
94,34.0
95,32.0
96,32.0
97,34.0
98,34.0
99,34.0
100,33.0
101,34.0
102,33.0
103,32.0
104,32.0
105,34.0
106,36.0
107,34.0
108,38.0
109,33.0
110,31.0
111,31.0
112,35.0
113,33.0
114,33.0
115,34.0
116,32.0
117,36.0
118,36.0
119,36.0
120,33.0
121,34.0
122,35.0
123,33.0
124,33.0
125,34.0
126,33.0
127,34.0
128,33.0
129,37.0
130,37.0
131,36.0
132,38.0
133,38.0
134,36.0
135,36.0
136,36.0
137,36.0
138,37.0
139,39.0
140,36.0
141,38.0
142,38.0
143,40.0
144,38.0
145,37.0
146,38.0
147,41.0
148,40.0
149,39.0
150,37.0
151,38.0
152,36.0
153,37.0
154,36.0
155,37.0
156,36.0
157,36.0
158,35.0
159,38.0
160,39.0
161,36.0
162,38.0
163,38.0
164,36.0
165,38.0
166,37.0
167,36.0
168,36.0
169,37.0
170,37.0
171,37.0
172,39.0
173,37.0
174,37.0
175,37.0
176,38.0
177,39.0
178,38.0
179,36.0
180,36.0
181,36.0
182,36.0
183,37.0
184,37.0
185,38.0
186,37.0
187,36.0
188,38.0
189,38.0
190,38.0
191,36.0
192,37.0
193,36.0
194,36.0
195,38.0
196,37.0
197,39.0
198,37.0
199,39.0
200,37.0
201,37.0
202,38.0
203,37.0
204,40.0
205,37.0
206,37.0
207,36.0
208,36.0
209,36.0
210,36.0
211,35.0
212,37.0
213,38.0
214,39.0
215,39.0
216,37.0
217,38.0
218,35.0
219,36.0
220,36.0
221,39.0
222,40.0
223,38.0
224,39.0
225,36.0
226,39.0
227,39.0
228,38.0
229,36.0
230,36.0
231,39.0
232,36.0
233,38.0
234,36.0
235,36.0
236,35.0
237,37.0
238,38.0
239,38.0
240,39.0
241,35.0
242,35.0
243,37.0
244,38.0
245,36.0
246,39.0
247,36.0
248,37.0
249,37.0
250,40.0
251,37.0
252,39.0
253,34.0
254,39.0
255,36.0
256,40.0
257,36.0
258,36.0
259,36.0
260,40.0
261,38.0
262,39.0
263,37.0
264,39.0
265,38.0
266,37.0
267,38.0
268,38.0
269,37.0
270,33.0
271,34.0
272,40.0
273,37.0
274,36.0
275,36.0
276,37.0
277,38.0
278,35.0
279,40.0
280,41.0
281,38.0
282,38.0
283,36.0
284,36.0
285,39.0
286,36.0
287,38.0
288,36.0
289,36.0
290,35.0
291,40.0
292,39.0
293,37.0
294,36.0
295,36.0
296,36.0
297,38.0
298,36.0
299,41.0
300,37.0
301,41.0
302,38.0
303,37.0
304,39.0
305,39.0
306,38.0
307,37.0
308,36.0
309,39.0
310,37.0
311,36.0
312,36.0
313,39.0
314,36.0
315,37.0
316,37.0
317,39.0
318,37.0
319,40.0
320,35.0
321,39.0
322,36.0
323,36.0
324,36.0
325,37.0
326,37.0
327,36.0
328,35.0
329,36.0
330,36.0
331,39.0
332,36.0
333,36.0
334,36.0
335,38.0
336,36.0
337,35.0
338,38.0
339,38.0
340,38.0
341,38.0
342,36.0
343,37.0
344,36.0
345,36.0
346,39.0
347,37.0
348,37.0
349,37.0
350,36.0
351,35.0
352,38.0
353,37.0
354,36.0
355,37.0
356,36.0
357,37.0
358,36.0
