round,disc_to_backup_ms
1,10.0
2,3.0
3,3.0
4,3.0
5,4.0
6,3.0
7,3.0
8,4.0
9,3.0
10,4.0
11,3.0
12,4.0
13,4.0
14,3.0
15,4.0
16,3.0
17,3.0
18,3.0
19,3.0
20,3.0
21,3.0
22,3.0
23,3.0
24,4.0
25,3.0
26,4.0
27,3.0
28,3.0
29,3.0
30,4.0
31,4.0
32,3.0
33,4.0
34,3.0
35,3.0
36,4.0
37,3.0
38,3.0
39,4.0
40,3.0
41,3.0
42,3.0
43,3.0
44,2.0
45,2.0
46,3.0
47,4.0
48,4.0
49,3.0
50,3.0
51,101.0
52,3.0
53,4.0
54,3.0
55,3.0
56,3.0
57,3.0
58,3.0
59,3.0
60,3.0
61,3.0
62,3.0
63,3.0
64,3.0
65,104.0
66,4.0
67,3.0
68,3.0
69,3.0
70,3.0
71,4.0
72,3.0
73,3.0
74,3.0
75,3.0
76,3.0
77,3.0
78,4.0
79,101.0
80,3.0
81,4.0
82,4.0
83,3.0
84,3.0
85,4.0
86,101.0
87,3.0
88,4.0
89,3.0
90,3.0
91,3.0
92,3.0
93,3.0
94,4.0
95,3.0
96,3.0
97,3.0
98,3.0
99,4.0
100,3.0
101,4.0
102,3.0
103,3.0
104,4.0
105,4.0
106,3.0
107,3.0
108,4.0
109,3.0
110,4.0
111,3.0
112,3.0
113,3.0
114,3.0
115,4.0
116,3.0
117,3.0
118,3.0
119,3.0
120,4.0
121,3.0
122,4.0
123,3.0
124,2.0
125,3.0
126,4.0
127,3.0
128,4.0
129,4.0
130,4.0
131,3.0
132,3.0
133,3.0
134,4.0
135,3.0
136,4.0
137,3.0
138,4.0
139,3.0
140,4.0
141,3.0
142,4.0
143,3.0
144,3.0
145,3.0
146,4.0
147,3.0
148,102.0
149,3.0
150,3.0
151,3.0
152,3.0
153,4.0
154,3.0
155,3.0
156,3.0
157,4.0
158,3.0
159,3.0
160,4.0
161,3.0
162,3.0
163,3.0
164,4.0
165,3.0
166,3.0
167,3.0
168,3.0
169,3.0
170,3.0
171,4.0
172,4.0
173,3.0
174,3.0
175,4.0
176,3.0
177,3.0
178,3.0
179,3.0
180,4.0
181,3.0
182,3.0
183,3.0
184,3.0
185,3.0
186,3.0
187,4.0
188,3.0
189,3.0
190,4.0
191,4.0
192,3.0
193,4.0
194,3.0
195,3.0
196,3.0
197,3.0
198,4.0
199,3.0
200,3.0
201,3.0
202,4.0
203,3.0
204,4.0
205,4.0
206,3.0
207,3.0
208,3.0
209,3.0
210,3.0
211,4.0
212,3.0
213,3.0
214,3.0
215,3.0
216,3.0
217,4.0
218,4.0
219,3.0
220,3.0
221,3.0
222,3.0
223,3.0
224,4.0
225,3.0
226,4.0
227,3.0
228,4.0
229,3.0
230,3.0
231,3.0
232,4.0
233,2.0
234,4.0
235,4.0
236,3.0
237,3.0
238,2.0
239,4.0
240,3.0
241,4.0
242,3.0
243,3.0
244,3.0
245,4.0
246,4.0
247,3.0
248,3.0
249,3.0
250,3.0
251,3.0
252,3.0
253,4.0
254,3.0
255,3.0
256,3.0
257,3.0
258,4.0
259,3.0
260,3.0
261,3.0
262,4.0
263,3.0
264,3.0
265,4.0
266,3.0
267,3.0
268,4.0
269,3.0
270,3.0
271,3.0
272,3.0
273,3.0
274,3.0
275,3.0
276,3.0
277,3.0
278,4.0
279,4.0
280,4.0
281,3.0
282,3.0
283,3.0
284,3.0
285,3.0
286,3.0
287,3.0
288,4.0
289,3.0
290,3.0
291,3.0
292,3.0
293,3.0
294,3.0
295,4.0
296,4.0
297,4.0
298,4.0
299,3.0
300,4.0
301,3.0
302,4.0
303,3.0
304,3.0
305,3.0
306,3.0
307,4.0
308,4.0
309,3.0
310,4.0
311,3.0
312,3.0
313,4.0
314,3.0
315,3.0
316,4.0
317,3.0
318,3.0
319,3.0
320,4.0
321,3.0
322,4.0
323,3.0
324,4.0
325,3.0
326,3.0
327,3.0
328,3.0
329,4.0
330,3.0
331,4.0
332,2.0
333,3.0
334,4.0
335,3.0
336,3.0
337,99.0
338,3.0
339,3.0
340,3.0
341,3.0
342,4.0
343,3.0
344,3.0
345,3.0
346,3.0
347,3.0
348,3.0
349,4.0
350,3.0
351,4.0
352,3.0
353,3.0
354,3.0
355,4.0
356,4.0
357,4.0
358,3.0
359,102.0
360,3.0
361,3.0
362,4.0
363,3.0
364,4.0
365,3.0
366,4.0
367,3.0
368,3.0
369,4.0
370,3.0
371,3.0
372,4.0
373,3.0
374,2.0
375,3.0
376,3.0
377,3.0
378,2.0
379,3.0
380,4.0
381,3.0
382,4.0
383,3.0
384,100.0
385,3.0
386,4.0
387,3.0
388,4.0
389,3.0
390,3.0
391,3.0
392,3.0
393,7.0
394,3.0
395,3.0
396,4.0
397,3.0
398,3.0
399,3.0
400,3.0
401,3.0
402,3.0
403,3.0
404,3.0
405,3.0
406,4.0
407,3.0
408,4.0
409,3.0
410,3.0
411,3.0
412,2.0
413,3.0
414,3.0
415,3.0
416,4.0
417,3.0
418,4.0
419,3.0
420,3.0
421,4.0
422,3.0
423,4.0
424,4.0
425,3.0
426,3.0
427,3.0
428,4.0
429,3.0
430,4.0
431,3.0
432,4.0
433,3.0
434,4.0
435,3.0
436,3.0
437,4.0
438,3.0
439,3.0
440,4.0
441,4.0
442,3.0
443,3.0
444,3.0
445,3.0
446,4.0
447,4.0
448,4.0
449,4.0
450,4.0
451,3.0
452,3.0
453,3.0
454,3.0
455,4.0
456,4.0
457,4.0
458,3.0
459,3.0
460,4.0
461,3.0
462,3.0
463,3.0
464,3.0
465,3.0
466,3.0
467,3.0
468,4.0
469,3.0
470,3.0
471,4.0
472,3.0
473,3.0
474,4.0
475,4.0
476,4.0
477,4.0
478,3.0
479,3.0
480,4.0
481,3.0
482,4.0
483,3.0
484,3.0
485,4.0
486,3.0
487,4.0
488,3.0
489,3.0
490,3.0
491,4.0
492,4.0
493,4.0
494,3.0
495,3.0
496,4.0
497,3.0
498,4.0
499,3.0
500,3.0
501,3.0
502,3.0
503,3.0
504,4.0
505,3.0
506,3.0
507,3.0
508,3.0
509,4.0
510,3.0
511,3.0
512,3.0
513,3.0
514,3.0
515,4.0
516,3.0
517,3.0
518,3.0
519,3.0
520,4.0
521,3.0
522,4.0
523,3.0
524,3.0
525,4.0
526,3.0
527,4.0
528,3.0
529,3.0
530,4.0
531,4.0
532,4.0
533,3.0
534,4.0
535,4.0
536,3.0
537,3.0
538,4.0
539,4.0
540,3.0
541,4.0
542,4.0
543,3.0
544,3.0
545,3.0
546,3.0
547,4.0
548,4.0
549,3.0
550,3.0
551,4.0
552,3.0
553,3.0
554,4.0
555,3.0
556,3.0
557,3.0
558,3.0
559,3.0
560,3.0
561,3.0
562,4.0
563,3.0
564,3.0
565,3.0
566,3.0
567,3.0
568,3.0
569,4.0
570,3.0
571,4.0
572,2.0
573,3.0
574,3.0
575,4.0
576,100.0
577,3.0
578,3.0
579,3.0
580,3.0
581,3.0
582,4.0
583,3.0
584,4.0
585,4.0
586,3.0
587,3.0
588,4.0
589,3.0
590,3.0
591,3.0
592,3.0
593,4.0
594,100.0
595,3.0
596,4.0
597,3.0
598,97.0
599,4.0
