round,disc_to_backup_ms
600,3.0
601,3.0
602,3.0
603,3.0
604,3.0
605,3.0
606,3.0
607,3.0
608,3.0
609,3.0
610,4.0
611,3.0
612,4.0
613,4.0
614,3.0
615,3.0
616,4.0
617,3.0
618,3.0
619,3.0
620,3.0
621,3.0
622,4.0
623,4.0
624,4.0
625,3.0
626,3.0
627,4.0
628,3.0
629,4.0
630,3.0
631,3.0
632,3.0
633,3.0
634,3.0
635,3.0
636,3.0
637,3.0
638,3.0
639,3.0
640,4.0
641,3.0
642,3.0
643,3.0
644,4.0
645,2.0
646,3.0
647,3.0
648,4.0
649,4.0
650,3.0
651,3.0
652,4.0
653,3.0
654,3.0
655,4.0
656,3.0
657,3.0
658,3.0
659,3.0
660,3.0
661,4.0
662,3.0
663,4.0
664,3.0
665,3.0
666,3.0
667,3.0
668,4.0
669,3.0
670,4.0
671,4.0
672,3.0
673,4.0
674,3.0
675,3.0
676,3.0
677,2.0
678,3.0
679,3.0
680,2.0
681,3.0
682,3.0
683,4.0
684,4.0
685,3.0
686,3.0
687,4.0
688,3.0
689,3.0
690,3.0
691,4.0
692,4.0
693,3.0
694,4.0
695,3.0
696,3.0
697,3.0
698,3.0
699,3.0
700,3.0
701,4.0
702,4.0
703,97.0
704,3.0
705,3.0
706,4.0
707,3.0
708,3.0
709,2.0
710,3.0
711,4.0
712,4.0
713,3.0
714,4.0
715,3.0
716,3.0
717,3.0
718,3.0
719,4.0
720,3.0
721,4.0
722,4.0
723,4.0
724,3.0
725,3.0
726,3.0
727,3.0
728,4.0
729,3.0
730,4.0
731,3.0
732,4.0
733,3.0
734,4.0
735,4.0
736,3.0
737,3.0
738,4.0
739,3.0
740,2.0
741,3.0
742,3.0
743,3.0
744,4.0
745,3.0
746,3.0
747,3.0
748,3.0
749,3.0
750,3.0
751,3.0
752,3.0
753,3.0
754,4.0
755,3.0
756,3.0
757,3.0
758,3.0
759,3.0
760,4.0
761,4.0
762,3.0
763,3.0
764,3.0
765,4.0
766,4.0
767,3.0
768,4.0
769,4.0
770,3.0
771,4.0
772,4.0
773,3.0
774,3.0
775,3.0
776,4.0
777,4.0
778,4.0
779,4.0
780,4.0
781,2.0
782,4.0
783,4.0
784,3.0
785,3.0
786,3.0
787,3.0
788,4.0
789,3.0
790,4.0
791,4.0
792,4.0
793,3.0
794,3.0
795,3.0
796,3.0
797,3.0
798,3.0
799,4.0
800,4.0
801,3.0
802,3.0
803,3.0
804,4.0
805,3.0
806,3.0
807,3.0
808,4.0
809,3.0
810,4.0
811,4.0
812,98.0
813,3.0
814,3.0
815,4.0
816,3.0
817,3.0
818,3.0
819,3.0
820,99.0
821,3.0
822,3.0
823,4.0
824,4.0
825,3.0
826,4.0
827,2.0
828,3.0
829,3.0
830,3.0
831,3.0
832,3.0
833,4.0
834,4.0
835,3.0
836,4.0
837,3.0
838,3.0
839,4.0
840,3.0
841,3.0
842,4.0
843,4.0
844,4.0
845,3.0
846,3.0
847,3.0
848,4.0
849,3.0
850,4.0
851,3.0
852,3.0
853,4.0
854,4.0
855,3.0
856,4.0
857,4.0
858,4.0
859,4.0
860,4.0
861,3.0
862,4.0
863,3.0
864,3.0
865,4.0
866,4.0
867,3.0
868,4.0
869,3.0
870,3.0
871,4.0
872,4.0
873,3.0
874,4.0
875,3.0
876,4.0
877,4.0
878,3.0
879,3.0
880,3.0
881,3.0
882,4.0
883,3.0
884,3.0
885,3.0
886,3.0
887,3.0
888,3.0
889,3.0
890,3.0
891,4.0
892,3.0
893,3.0
894,4.0
895,3.0
896,2.0
897,4.0
898,4.0
899,3.0
900,3.0
901,3.0
902,3.0
903,3.0
904,3.0
905,3.0
906,3.0
907,4.0
908,4.0
909,4.0
910,3.0
911,4.0
912,4.0
913,3.0
914,3.0
915,3.0
916,3.0
917,3.0
918,3.0
919,4.0
920,3.0
921,3.0
922,4.0
923,4.0
924,2.0
925,4.0
926,4.0
927,3.0
928,3.0
929,2.0
930,4.0
931,4.0
932,4.0
933,3.0
934,3.0
935,4.0
936,4.0
937,3.0
938,4.0
939,4.0
940,4.0
941,3.0
942,3.0
943,4.0
944,3.0
945,4.0
946,3.0
947,4.0
948,4.0
949,4.0
950,3.0
951,4.0
952,4.0
953,3.0
954,4.0
955,4.0
956,3.0
957,3.0
958,3.0
959,3.0
960,4.0
961,4.0
962,3.0
963,3.0
964,3.0
965,4.0
966,3.0
967,4.0
968,4.0
969,4.0
970,3.0
971,3.0
972,3.0
973,4.0
974,3.0
975,4.0
976,3.0
977,4.0
978,3.0
979,4.0
980,3.0
981,4.0
982,4.0
983,4.0
984,3.0
985,3.0
986,3.0
987,98.0
988,4.0
989,4.0
990,3.0
991,3.0
992,3.0
993,4.0
994,3.0
995,4.0
996,3.0
997,4.0
998,4.0
999,3.0
1000,3.0
