round,connect_latency_ms,excluded_from_stats
1,4614.0,True
2,2979.0,False
3,1095.0,False
4,1032.0,False
5,1272.0,False
6,1057.0,False
7,1050.0,False
8,1109.0,False
9,1068.0,False
10,1020.0,False
11,2980.0,False
12,1129.0,False
13,4077.0,False
14,1067.0,False
15,3028.0,False
16,2965.0,False
17,1070.0,False
18,2973.0,False
19,1058.0,False
20,1051.0,False
21,1069.0,False
22,1091.0,False
23,3056.0,False
24,3001.0,False
25,1031.0,False
26,1078.0,False
27,1018.0,False
28,1066.0,False
29,1086.0,False
30,3002.0,False
31,1125.0,False
32,1043.0,False
33,2998.0,False
34,3025.0,False
35,1229.0,False
36,1144.0,False
37,2957.0,False
38,1117.0,False
39,1054.0,False
40,1092.0,False
41,1094.0,False
42,2960.0,False
43,1090.0,False
44,1022.0,False
45,1070.0,False
46,1083.0,False
47,1036.0,False
48,1099.0,False
49,1053.0,False
50,3017.0,False
51,1035.0,False
52,1158.0,False
53,1107.0,False
54,1045.0,False
55,1034.0,False
56,1106.0,False
57,1042.0,False
58,1069.0,False
59,1091.0,False
60,3942.0,False
61,1098.0,False
62,3061.0,False
63,1081.0,False
64,1044.0,False
65,1099.0,False
66,2590.0,False
67,1051.0,False
68,1029.0,False
69,1051.0,False
70,2994.0,False
71,1033.0,False
72,1085.0,False
73,1031.0,False
74,1067.0,False
75,1160.0,False
76,1048.0,False
77,1095.0,False
78,1073.0,False
79,1014.9999999999999,False
80,1068.0,False
81,1105.0,False
82,1020.0,False
83,1029.0,False
84,3010.0,False
85,1101.0,False
86,4043.9999999999995,False
87,1078.0,False
88,1032.0,False
89,1049.0,False
90,1064.0,False
91,1067.0,False
92,4006.9999999999995,False
93,1316.0,False
94,1074.0,False
95,1026.0,False
96,1173.0,False
97,1051.0,False
98,3014.0,False
99,1012.9999999999999,False
100,1071.0,False
101,1012.0,False
102,1046.0,False
103,1080.0,False
104,4034.0,False
105,3066.0,False
106,2598.0,False
107,2579.0,False
108,1031.0,False
109,1031.0,False
110,1092.0,False
111,1108.0,False
112,1095.0,False
113,1121.0,False
114,1032.0,False
115,2969.0,False
116,1048.0,False
117,1039.0,False
118,2983.0,False
119,1044.0,False
120,1101.0,False
121,3034.0,False
122,1010.0,False
123,1053.0,False
124,1053.0,False
125,1070.0,False
126,1117.0,False
127,1107.0,False
128,1071.0,False
129,1025.0,False
130,2976.0,False
131,1107.0,False
132,1388.0,False
133,2770.0,False
134,1048.0,False
135,1073.0,False
136,1109.0,False
137,1062.0,False
138,1082.0,False
139,3025.0,False
140,1085.0,False
141,1112.0,False
142,1034.0,False
143,1029.0,False
144,1088.0,False
145,1105.0,False
146,1024.0,False
147,1066.0,False
148,3020.0,False
149,1067.0,False
150,1048.0,False
151,2897.0,False
152,1018.9999999999999,False
153,2983.0,False
154,1010.0,False
155,1029.0,False
156,1010.0,False
157,1070.0,False
158,1068.0,False
159,3048.0,False
160,3012.0,False
161,1014.9999999999999,False
162,1052.0,False
163,1110.0,False
164,2918.0,False
165,1104.0,False
166,1056.0,False
167,1086.0,False
168,1006.9999999999999,False
169,1040.0,False
170,1280.0,False
171,1121.0,False
172,1152.0,False
173,1028.0,False
174,1070.0,False
175,1062.0,False
176,1037.0,False
177,1091.0,False
178,1057.0,False
179,1083.0,False
180,1012.0,False
181,2954.0,False
182,2986.0,False
183,3000.0,False
184,1101.0,False
185,1047.0,False
186,1018.0,False
187,2974.0,False
188,1031.0,False
189,1083.0,False
190,1010.9999999999999,False
191,2963.0,False
192,1031.0,False
193,3010.0,False
194,3005.0,False
195,1081.0,False
196,3045.0,False
197,1052.0,False
198,1045.0,False
199,2980.0,False
200,3044.0,False
201,1041.0,False
202,2991.0,False
203,2925.0,False
204,1060.0,False
205,1108.0,False
206,1070.0,False
207,2954.0,False
208,2989.0,False
209,3013.0,False
210,2800.0,False
211,2982.0,False
212,1048.0,False
213,999.0,False
214,1088.0,False
215,1041.0,False
216,1044.0,False
217,1293.0,False
218,1072.0,False
219,2978.0,False
220,1101.0,False
221,1142.0,False
222,1030.0,False
223,1062.0,False
224,1080.0,False
225,2965.0,False
226,1008.9999999999999,False
227,1052.0,False
228,2986.0,False
229,3012.0,False
230,1048.0,False
231,1086.0,False
232,1104.0,False
233,2950.0,False
234,2994.0,False
235,1043.0,False
236,2990.0,False
237,1164.0,False
238,3947.0,False
239,2994.0,False
240,1130.0,False
241,1125.0,False
242,1214.0,False
243,1033.0,False
244,1050.0,False
245,1066.0,False
246,1020.9999999999999,False
247,2939.0,False
248,1049.0,False
249,1070.0,False
250,2961.0,False
251,1054.0,False
252,994.0,False
253,1047.0,False
254,1022.9999999999999,False
255,1050.0,False
256,4018.0,False
257,3152.0,False
258,3124.0,False
259,3151.0,False
260,2909.0,False
261,3187.0,False
262,2895.0,False
263,1061.0,False
264,1056.0,False
265,1020.9999999999999,False
266,1055.0,False
267,2997.0,False
268,1068.0,False
269,1047.0,False
270,3991.0,False
271,1041.0,False
272,1104.0,False
273,1034.0,False
274,1418.0,False
275,1040.0,False
276,1083.0,False
277,1086.0,False
278,1113.0,False
279,2964.0,False
280,1072.0,False
281,1041.0,False
282,1006.9999999999999,False
283,2952.0,False
284,1101.0,False
285,1028.0,False
286,1045.0,False
287,3992.0,False
288,1080.0,False
289,1022.0,False
290,1045.0,False
291,3005.0,False
292,982.0,False
293,2951.0,False
294,1111.0,False
295,995.0,False
296,1076.0,False
297,1121.0,False
298,1099.0,False
299,1020.9999999999999,False
300,1067.0,False
301,3023.0,False
302,1075.0,False
303,1086.0,False
304,3032.0,False
305,1083.0,False
306,1004.9999999999999,False
307,1067.0,False
308,1022.0,False
309,2989.0,False
310,3037.0,False
311,1002.0,False
312,1055.0,False
313,1083.0,False
314,3021.0,False
315,1006.9999999999999,False
316,1059.0,False
317,1095.0,False
318,1014.0,False
319,2957.0,False
320,1018.0,False
321,2958.0,False
322,3008.0,False
323,3036.0,False
324,1077.0,False
325,1079.0,False
326,1041.0,False
327,1059.0,False
328,1000.9999999999999,False
329,2957.0,False
330,1098.0,False
331,1122.0,False
332,3048.0,False
333,1056.0,False
334,3024.0,False
335,1092.0,False
336,1062.0,False
337,4006.0,False
338,2955.0,False
339,1060.0,False
340,2997.0,False
341,1044.0,False
342,3988.0,False
343,3032.0,False
344,1056.0,False
345,1088.0,False
346,1050.0,False
347,1006.9999999999999,False
348,2960.0,False
349,1022.9999999999999,False
350,2988.0,False
351,1085.0,False
352,3005.0,False
353,1059.0,False
354,1035.0,False
355,2968.0,False
356,1102.0,False
357,1012.9999999999999,False
358,1068.0,False
359,1067.0,False
360,1086.0,False
361,1029.0,False
362,1091.0,False
363,1102.0,False
364,1042.0,False
365,1048.0,False
366,1083.0,False
367,2947.0,False
368,1076.0,False
369,3032.0,False
370,1102.0,False
371,1114.0,False
372,1018.9999999999999,False
373,1041.0,False
374,1088.0,False
375,1098.0,False
376,1057.0,False
377,992.0,False
378,1053.0,False
379,2968.0,False
380,1010.0,False
381,1065.0,False
382,3002.0,False
383,1059.0,False
384,1217.0,False
385,1050.0,False
386,2984.0,False
387,1053.0,False
388,1024.0,False
389,1040.0,False
390,1093.0,False
391,3119.0,False
392,2906.0,False
393,3223.0,False
394,3292.0,False
395,3121.0,False
396,2417.0,False
397,2999.0,False
398,1097.0,False
399,2962.0,False
400,3050.0,False
401,1076.0,False
402,1018.0,False
403,3967.0,False
404,1022.0,False
405,1053.0,False
406,1004.9999999999999,False
407,3950.0,False
408,1070.0,False
409,1012.0,False
410,1064.0,False
411,1087.0,False
412,1131.0,False
413,1018.9999999999999,False
414,1044.0,False
415,1097.0,False
416,1031.0,False
417,1100.0,False
418,1026.0,False
419,1310.0,False
420,1145.0,False
421,1049.0,False
422,1094.0,False
423,1020.0,False
424,1090.0,False
425,1131.0,False
426,1039.0,False
427,1067.0,False
428,1020.0,False
429,1076.0,False
430,1076.0,False
431,1137.0,False
432,1071.0,False
433,2994.0,False
434,1049.0,False
435,1092.0,False
436,1053.0,False
437,1089.0,False
438,2933.0,False
439,2971.0,False
440,1102.0,False
441,1080.0,False
442,2943.0,False
443,1084.0,False
444,1039.0,False
445,2990.0,False
446,1040.0,False
447,1084.0,False
448,1047.0,False
449,2913.0,False
450,1052.0,False
451,1095.0,False
452,1044.0,False
453,1067.0,False
454,3026.0,False
455,2747.0,False
456,1078.0,False
457,1109.0,False
458,1076.0,False
459,3021.0,False
460,1066.0,False
461,1022.0,False
462,1066.0,False
463,1101.0,False
464,1086.0,False
465,3006.0,False
466,1060.0,False
467,1057.0,False
468,1035.0,False
469,1094.0,False
470,1062.0,False
471,1098.0,False
472,1055.0,False
473,1018.0,False
474,1063.0,False
475,1016.0,False
476,1076.0,False
477,1052.0,False
478,3012.0,False
479,1122.0,False
480,1061.0,False
481,1108.0,False
482,2960.0,False
483,1086.0,False
484,1120.0,False
485,2950.0,False
486,3011.0,False
487,2953.0,False
488,2988.0,False
489,3033.0,False
490,1080.0,False
491,1020.0,False
492,1069.0,False
493,1025.0,False
494,1053.0,False
495,2997.0,False
496,1060.0,False
497,1060.0,False
498,1111.0,False
499,1085.0,False
500,2962.0,False
501,1076.0,False
502,1045.0,False
503,2962.0,False
504,1125.0,False
505,1063.0,False
506,1116.0,False
507,1048.0,False
508,3975.0,False
509,1100.0,False
510,1057.0,False
511,1107.0,False
512,1051.0,False
513,982.0,False
514,1060.0,False
515,1020.0,False
516,1081.0,False
517,1121.0,False
518,1088.0,False
519,2944.0,False
520,1028.0,False
521,1083.0,False
522,1029.0,False
523,1072.0,False
524,1087.0,False
525,1012.9999999999999,False
526,2851.0,False
527,2302.0,False
528,1087.0,False
529,1043.0,False
530,2987.0,False
531,1020.9999999999999,False
532,1078.0,False
533,1034.0,False
534,1042.0,False
535,1087.0,False
536,1123.0,False
537,4014.9999999999995,False
538,1155.0,False
539,1072.0,False
540,1079.0,False
541,1097.0,False
542,1016.9999999999999,False
543,2980.0,False
544,1004.0,False
545,4030.9999999999995,False
546,1006.9999999999999,False
547,1063.0,False
548,1022.0,False
549,1097.0,False
550,1064.0,False
551,3051.0,False
552,1099.0,False
553,1031.0,False
554,1002.0,False
555,1155.0,False
556,1072.0,False
557,1043.0,False
558,1058.0,False
559,1016.9999999999999,False
560,1065.0,False
561,3018.0,False
562,1063.0,False
563,1036.0,False
564,2962.0,False
565,2521.0,False
566,1073.0,False
567,3004.0,False
568,3059.0,False
569,1104.0,False
570,4048.0,False
571,1111.0,False
572,1036.0,False
573,1068.0,False
574,1022.9999999999999,False
575,1044.0,False
576,1095.0,False
577,2970.0,False
578,3016.0,False
579,1070.0,False
580,1046.0,False
581,1016.9999999999999,False
582,1172.0,False
583,1044.0,False
584,1069.0,False
585,1008.0,False
586,1069.0,False
587,989.0,False
588,1092.0,False
589,1032.0,False
590,1086.0,False
591,1024.0,False
592,1076.0,False
593,3016.0,False
594,1022.0,False
595,1073.0,False
596,1282.0,False
597,1092.0,False
598,4022.9999999999995,False
599,1073.0,False
600,1050.0,False
601,1106.0,False
602,1051.0,False
603,1095.0,False
604,4043.0,False
605,1109.0,False
606,2962.0,False
607,1022.9999999999999,False
608,1060.0,False
609,1010.9999999999999,False
610,1065.0,False
611,1070.0,False
612,3035.0,False
613,1078.0,False
614,2932.0,False
615,2957.0,False
616,1010.9999999999999,False
617,2955.0,False
618,3044.0,False
619,1094.0,False
620,1071.0,False
621,1010.0,False
622,4057.0000000000005,False
623,1042.0,False
624,1018.0,False
625,1060.0,False
626,1086.0,False
627,1052.0,False
628,1089.0,False
629,1006.0,False
630,1048.0,False
631,1065.0,False
632,3976.0,False
633,1327.0,False
634,1064.0,False
635,4043.9999999999995,False
636,1101.0,False
637,1014.9999999999999,False
638,1075.0,False
639,1016.0,False
640,1086.0,False
641,3059.0,False
642,1069.0,False
643,1099.0,False
644,1107.0,False
645,1027.0,False
646,1089.0,False
647,1030.0,False
648,1071.0,False
649,2942.0,False
650,1079.0,False
651,1082.0,False
652,1042.0,False
653,2977.0,False
654,1004.0,False
655,1063.0,False
656,3029.0,False
657,1064.0,False
658,1050.0,False
659,1049.0,False
660,3992.0,False
661,1086.0,False
662,1028.0,False
663,3001.0,False
664,1089.0,False
